Unnamed__0,nuclear_consumption,year,country
5289,,1924,democratic republic of congo
14107,2410.654,1999,north america (ei)
19811,0.0,1977,turkey
1103,,2012,armenia
4585,,1914,congo
1371,1379.208,1999,asia pacific (ei)
3013,,2017,british virgin islands
9136,0.0,1993,iceland
1141,,2014,aruba
10336,,2001,kiribati
855,,2002,angola
18003,0.0,1969,south america
2001,,2021,bahrain
13472,,1909,niger
5743,,2007,eu28 (shift)
14480,,1912,norway
8806,0.0,1970,hong kong
16412,0.0,1980,poland
15687,,1934,pakistan
6163,,2013,equatorial guinea
16927,400.147,2004,russia
17737,,1990,solomon islands
16210,,1901,philippines
9619,0.0,1984,iraq
17775,,1986,somalia
15952,,2005,persian gulf (eia)
8514,,1991,guinea-bissau
20993,0.0,1985,uzbekistan
15024,,1989,opec (eia)
9420,,1908,iran
15584,,1995,other non-oecd - asia (eia)
7466,,2004,g7 (ember)
2235,,2009,barbados
712,,1981,american samoa
5926,0.0,1985,ecuador
16507,,1952,portugal
8042,0.0,1974,greece
18476,,1984,sudan
4566,,2017,comoros
4985,,1951,cuba
19519,,1931,trinidad and tobago
18009,7.142,1975,south america
3860,,1982,central & south america (eia)
15607,,2018,other non-oecd - asia (eia)
12636,,2009,morocco
18752,145.613,2015,sweden
2167,,1941,barbados
20077,,1916,ussr
15684,,1931,pakistan
14199,,1945,north america (shift)
20537,83.361,1972,united kingdom
9275,45.065,2009,india
987,,1927,argentina
828,,1975,angola
12561,,1934,morocco
19251,,1992,tanzania
18627,,2012,suriname
8733,6024.898,1997,high-income countries
4267,,2007,chile
17625,,2012,singapore
12046,0.0,1995,middle africa (ei)
6777,,1911,europe (shift)
15665,,1912,pakistan
72,,1949,afghanistan
18929,,1946,syria
17410,,1985,senegal
8644,,1908,high-income countries
11399,,1988,malawi
8485,,2004,guinea
18176,369.074,2019,south korea
19008,,1902,taiwan
2835,,2004,botswana
8501,,2020,guinea
5546,,2016,djibouti
1159,,1910,asia
226,0.0,1981,africa
232,17.499,1987,africa
13925,,1997,non-opec (eia)
20969,,1999,uruguay
3168,,1927,bulgaria
7701,,1920,germany
11843,,1934,mexico
1858,,2000,bahamas
6252,,1913,eswatini
11423,,2012,malawi
2643,,1966,bolivia
3316,,1910,burundi
332,,2006,africa (ember)
7794,254.443,2013,germany
6611,,1949,europe
882,,1986,antarctica
1697,,1920,austria
20917,436.677,1990,upper-middle-income countries
466,,1900,albania
11947,,1995,"mexico, chile, and other oecd americas (eia)"
14901,,2008,oecd - europe (eia)
11032,,2009,low-income countries
6767,,1901,europe (shift)
21664,,2012,yemen
14166,,1912,north america (shift)
14430,,1984,northern mariana islands
20508,,1943,united kingdom
19421,,1997,togo
316,36.891,2013,africa (ei)
19393,,2012,thailand
14791,,1977,oecd (shift)
12826,,1954,myanmar
1581,,1969,australia
15411,,1907,oman
1651,,1996,australia and new zealand (eia)
1243,1056.8,1994,asia
1429,,1934,asia and oceania (shift)
9929,,1925,italy
12808,,1936,myanmar
14118,2517.871,2010,north america (ei)
23,,1900,afghanistan
21803,,1936,zambia
20626,,1938,united states
11155,274.108,2009,lower-middle-income countries
13816,,1988,non-oecd (eia)
9835,,1954,israel
1638,,1983,australia and new zealand (eia)
4795,,1916,cote d'ivoire
13914,,1986,non-opec (eia)
16046,,1977,persian gulf (shift)
12678,,1928,mozambique
20593,,1905,united states
3936,,2016,central african republic
1452,,1957,asia and oceania (shift)
7313,298.864,1981,france
19468,,2002,tonga
4127,,1990,chad
2343,,1957,belgium
21600,5948.311,1991,world
14074,16.975,1966,north america (ei)
17161,,1985,saint vincent and the grenadines
1649,,1994,australia and new zealand (eia)
1604,,1992,australia
9485,0.0,1973,iran
8611,,2004,haiti
7184,0.0,1975,finland
12824,,1952,myanmar
12363,,1919,mongolia
13617,,1932,nigeria
21182,,2009,venezuela
13048,,1979,nepal
7930,,1984,gibraltar
7686,,1905,germany
13958,,1908,north america
9243,5.254,1977,india
18878,61.983,2018,switzerland
1826,,2011,azerbaijan
870,,2017,angola
13566,,2003,niger
6159,,2009,equatorial guinea
10568,,2015,laos
21442,0.0,1998,western africa (ei)
17292,,1910,saudi arabia
18832,10.896,1972,switzerland
11826,,1917,mexico
809,,1956,angola
8933,0.0,1974,hungary
7078,,2010,falkland islands
21174,,2001,venezuela
3731,107.916,1980,canada
1938,,1958,bahrain
12640,,2013,morocco
2741,,1910,botswana
9923,,1919,italy
11383,,2014,madagascar
9473,,1961,iran
14579,,2011,norway
19041,,1935,taiwan
8749,5275.41,2013,high-income countries
6400,,2019,ethiopia
9579,,1944,iraq
9624,0.0,1989,iraq
10183,0.0,2014,japan
17954,,1920,south america
17699,13.56,1995,slovenia
13985,,1935,north america
5025,,1991,cuba
11388,,2019,madagascar
6299,,1960,eswatini
15000,,2008,opec (ei)
19768,,1934,turkey
12493,,1988,montserrat
8388,,1949,guatemala
5696,,1960,eu28 (shift)
1593,,1981,australia
13489,,1926,niger
1987,,2007,bahrain
17357,0.0,1975,saudi arabia
3277,,1993,burkina faso
9380,0.0,1991,indonesia
18194,,1994,south korea and other oecd asia (eia)
2517,,2004,bermuda
11013,,1990,low-income countries
9777,0.0,2019,ireland
1000,,1940,argentina
7017,,1991,european union (eia)
3600,,1971,cameroon
10136,1.785,1967,japan
14360,,1989,north korea
13871,,1986,non-opec (ei)
7062,,1994,falkland islands
267,25.268,2022,africa
12141,,1989,middle east (eia)
14454,,2008,northern mariana islands
7476,,2014,g7 (ember)
7747,0.752,1966,germany
10449,0.0,1969,kuwait
6618,,1956,europe
21845,,1978,zambia
2229,,2003,barbados
11431,,2020,malawi
13122,,1931,netherlands
103,,1980,afghanistan
11017,,1994,low-income countries
16007,,1938,persian gulf (shift)
2457,,1986,benin
7802,173.582,2021,germany
4135,,1998,chad
16078,,2009,persian gulf (shift)
20801,,1996,united states virgin islands
19910,,1995,turks and caicos islands
1224,79.105,1975,asia
13172,10.38,1981,netherlands
10512,,2001,kyrgyzstan
16876,0.0,1991,romania
13573,,2010,niger
8592,,1985,haiti
8810,0.0,1974,hong kong
11420,,2009,malawi
18696,,1959,sweden
7155,,2003,fiji
16370,,1938,poland
9658,,1900,ireland
8159,,1968,greenland
3241,51.58,2000,bulgaria
7839,,1935,ghana
7122,,2012,faroe islands
20455,,2013,united arab emirates
1428,,1933,asia and oceania (shift)
8035,0.0,1967,greece
1107,,2016,armenia
8918,,1959,hungary
11043,,2020,low-income countries
16095,,1909,peru
4194,,1934,chile
17999,0.0,1965,south america
9518,,2006,iran
13178,10.09,1987,netherlands
21425,0.0,1981,western africa (ei)
18040,58.636,2006,south america
9354,0.0,1965,indonesia
10920,0.0,2020,lithuania
19801,0.0,1967,turkey
7828,,1924,ghana
12618,0.0,1991,morocco
9329,,1940,indonesia
4869,,1990,cote d'ivoire
9296,,1907,indonesia
4269,,2009,chile
10185,45.414,2016,japan
10235,0.0,1986,kazakhstan
946,,2008,antigua and barbuda
10930,,1907,low-income countries
21383,,2002,wake island (shift)
1515,,1903,australia
7941,,1995,gibraltar
14669,,2000,oecd (eia)
21712,,1937,yugoslavia
19478,,2012,tonga
888,,1992,antarctica
12966,,2019,nauru
14843,,1992,oecd - asia and oceania (eia)
11635,,2017,mali
10524,,2013,kyrgyzstan
19475,,2009,tonga
17031,,1981,saint kitts and nevis
16687,0.0,1967,qatar
16383,,1951,poland
6012,,1948,egypt
18141,33.46,1984,south korea
16139,,1953,peru
6939,,1956,european union (27)
1189,,1940,asia
1076,21.283,2016,argentina
13476,,1913,niger
12523,,2018,montserrat
17661,34.152,1990,slovakia
6266,,1927,eswatini
17538,,1982,sierra leone
19782,,1948,turkey
18020,16.614,1986,south america
8467,,1986,guinea
21904,,1915,zimbabwe
10030,,1983,jamaica
568,,2002,albania
17346,,1964,saudi arabia
1281,,1989,asia & oceania (eia)
2388,132.651,2002,belgium
5426,,1939,denmark
11425,,2014,malawi
12132,,1980,middle east (eia)
15456,,1952,oman
12901,,1996,namibia
6514,,1969,eurasia (shift)
7515,,1930,gabon
17618,,2005,singapore
16422,0.0,1990,poland
4139,,2002,chad
6156,,2006,equatorial guinea
5056,0.0,1965,cyprus
8309,,1992,guam
17126,,1992,saint pierre and miquelon
15723,0.0,1970,pakistan
7245,,1913,france
12405,,1961,mongolia
291,29.774,1988,africa (ei)
14975,,1983,opec (ei)
8829,0.0,1993,hong kong
614,,1926,algeria
1626,,2014,australia
4916,,2005,croatia
2540,,1985,bhutan
17491,,2003,serbia and montenegro
2620,,1943,bolivia
12229,,1933,middle east (shift)
3045,,1927,brunei
3149,,1908,bulgaria
20892,5.279,1965,upper-middle-income countries
19100,98.946,1994,taiwan
18797,,1937,switzerland
1015,,1955,argentina
7876,,1972,ghana
16020,,1951,persian gulf (shift)
5479,0.0,1992,denmark
11499,0.0,1966,malaysia
14191,,1937,north america (shift)
12269,,1973,middle east (shift)
14142,,2011,north america (ember)
15177,,1983,opec - africa (eia)
9705,,1947,ireland
15505,,2001,oman
11793,,2006,mauritius
19964,,2007,tuvalu
12538,,1911,morocco
10007,0.0,2003,italy
7026,,2000,european union (eia)
2131,,1905,barbados
19584,,1996,trinidad and tobago
13177,11.963,1986,netherlands
2268,,2005,belarus
5016,,1982,cuba
20851,,1924,upper-middle-income countries
22000,,2011,zimbabwe
16249,,1940,philippines
7229,58.697,2020,finland
18555,,1940,suriname
20767,,1999,united states territories (shift)
20518,,1953,united kingdom
611,,1923,algeria
12038,0.0,1987,middle africa (ei)
18640,,1903,sweden
3432,8.891,1968,cis (ei)
9746,0.0,1988,ireland
477,,1911,albania
18156,292.445,1999,south korea
3721,2.943,1970,canada
20137,108.259,1976,ussr
21691,,1916,yugoslavia
11581,,2005,maldives
2281,,2018,belarus
14624,6075.982,1998,oecd (ei)
906,,2010,antarctica
14745,,1931,oecd (shift)
16478,,1923,portugal
6610,,1948,europe
7233,,1901,france
19836,,2002,turkey
4338,,1955,china
10747,,2007,liberia
11617,,1999,mali
12841,,1969,myanmar
8750,5284.131,2014,high-income countries
13390,0.0,1992,new zealand
16881,3.933,1996,romania
7745,,1964,germany
6138,,1988,equatorial guinea
18025,26.099,1991,south america
3639,,2010,cameroon
15625,,1994,other non-oecd - europe and eurasia (eia)
12755,,2005,mozambique
16060,,1991,persian gulf (shift)
7447,,2008,g20 (ember)
7560,,1975,gabon
15353,0.0,1995,oceania
3524,,2017,cambodia
21108,,1935,venezuela
1785,,2008,austria
19308,,1927,thailand
18910,,1927,syria
3141,,1900,bulgaria
4703,,1989,cook islands
17902,25.946,1991,south africa
21109,,1936,venezuela
9561,,1926,iraq
17787,,1998,somalia
21268,,1972,vietnam
3781,,1987,cape verde
5675,,1939,eu28 (shift)
17763,,2016,solomon islands
14335,,1964,north korea
1570,,1958,australia
2881,,1928,brazil
11804,,2017,mauritius
9799,,1918,israel
11719,,2016,martinique
19751,,1917,turkey
5533,,2003,djibouti
14872,,2021,oecd - asia and oceania (eia)
21857,,1990,zambia
11361,,1992,madagascar
20878,,1951,upper-middle-income countries
14282,,1911,north korea
2187,,1961,barbados
9789,,1908,israel
16968,,2002,rwanda
14066,2464.551,2016,north america
1741,,1964,austria
5661,,1925,eu28 (shift)
20295,,1971,ukraine
21941,,1952,zimbabwe
12515,,2010,montserrat
18819,,1959,switzerland
14346,,1975,north korea
9615,0.0,1980,iraq
14083,550.916,1975,north america (ei)
20327,242.258,2008,ukraine
10591,,2016,latin america and caribbean (ember)
2123,,2020,bangladesh
15496,0.0,1992,oman
11062,,1916,lower-middle-income countries
14477,,1909,norway
20893,5.856,1966,upper-middle-income countries
2227,,2001,barbados
17007,,1999,saint helena
2223,,1997,barbados
9644,,2009,iraq
15733,0.226,1980,pakistan
21204,,1908,vietnam
14322,,1951,north korea
5503,,2016,denmark
15344,0.0,1986,oceania
20047,,2006,u.s. territories (eia)
14978,,1986,opec (ei)
7922,,2018,ghana
18220,,2020,south korea and other oecd asia (eia)
15621,,1990,other non-oecd - europe and eurasia (eia)
8218,,1985,grenada
333,,2007,africa (ember)
19881,,2009,turkmenistan
13165,9.299,1974,netherlands
3761,239.784,2010,canada
18405,148.972,2014,spain
1056,21.165,1996,argentina
3608,,1979,cameroon
14371,,2000,north korea
16970,,2004,rwanda
2571,,2016,bhutan
746,,2015,american samoa
16339,,1907,poland
7212,63.259,2003,finland
11671,,2011,malta
6843,,1977,europe (shift)
218,0.0,1973,africa
15761,4.711,2008,pakistan
4963,,1929,cuba
16420,0.0,1988,poland
18067,,1910,south korea
16386,,1954,poland
19512,,1924,trinidad and tobago
9758,,2000,ireland
16180,0.0,1994,peru
20431,0.0,1989,united arab emirates
3776,,1982,cape verde
21338,,1999,wake island (eia)
2335,,1949,belgium
36,,1913,afghanistan
3508,,2001,cambodia
11641,,1981,malta
18133,0.0,1976,south korea
10056,,2009,jamaica
9421,,1909,iran
6903,,1920,european union (27)
21899,,1910,zimbabwe
3434,12.452,1970,cis (ei)
621,,1933,algeria
11119,6.621,1973,lower-middle-income countries
14869,,2018,oecd - asia and oceania (eia)
5668,,1932,eu28 (shift)
1675,,2020,australia and new zealand (eia)
11294,,1925,madagascar
14378,,2007,north korea
118,,1995,afghanistan
18994,,2011,syria
6856,,1990,europe (shift)
1444,,1949,asia and oceania (shift)
8366,,1927,guatemala
7352,891.721,2020,france
6201,0.0,1985,estonia
5444,,1957,denmark
13005,,1936,nepal
9110,0.0,1967,iceland
1868,,2010,bahamas
18423,,1974,sri lanka
7244,,1912,france
462,,2013,africa (shift)
12709,,1959,mozambique
5940,0.0,1999,ecuador
17942,,1908,south america
8155,,1964,greenland
19058,,1952,taiwan
19311,,1930,thailand
19912,,1997,turks and caicos islands
3190,,1949,bulgaria
16618,,2020,puerto rico
13770,633.224,1985,non-oecd (ei)
11206,0.0,2002,luxembourg
21288,,1992,vietnam
20704,2178.659,2016,united states
7669,,2011,georgia
15184,,1990,opec - africa (eia)
10816,,1954,libya
3862,,1984,central & south america (eia)
1098,,2007,armenia
18891,,1908,syria
10027,,1980,jamaica
21217,,1921,vietnam
11881,0.0,1972,mexico
1873,,2015,bahamas
5716,,1980,eu28 (shift)
13187,11.804,1996,netherlands
2856,,1903,brazil
21668,,2016,yemen
8382,,1943,guatemala
20031,,1990,u.s. territories (eia)
8380,,1941,guatemala
20890,,1963,upper-middle-income countries
19571,,1983,trinidad and tobago
6407,,1984,eurasia (eia)
19884,,2012,turkmenistan
10805,,1943,libya
3704,,1953,canada
15297,,1939,oceania
6559,,2014,eurasia (shift)
17703,13.325,1999,slovenia
10501,,2021,kuwait
12424,,1980,mongolia
6523,,1978,eurasia (shift)
20174,,2013,ussr
9946,,1942,italy
3310,,1904,burundi
11038,,2015,low-income countries
6294,,1955,eswatini
11900,12.037,1991,mexico
17021,,2013,saint helena
1853,,1995,bahamas
11385,,2016,madagascar
18527,,1912,suriname
5923,0.0,1982,ecuador
3851,,2015,cayman islands
4539,,1990,comoros
15394,,2013,oceania (ember)
12803,,1931,myanmar
14954,,2019,oecd - north america (eia)
19226,,1967,tanzania
10382,,1902,kuwait
14124,2464.551,2016,north america (ei)
17421,,1996,senegal
11792,,2005,mauritius
14471,,1903,norway
11471,,1938,malaysia
4264,,2004,chile
10040,,1993,jamaica
10991,,1968,low-income countries
15392,,2011,oceania (ember)
6402,,2021,ethiopia
19917,,2002,turks and caicos islands
15067,,1910,opec (shift)
8057,0.0,1989,greece
10683,,1985,lesotho
227,0.0,1982,africa
14275,,1904,north korea
9487,0.0,1975,iran
4495,0.0,1989,colombia
20493,,1928,united kingdom
17284,,1902,saudi arabia
21089,,1916,venezuela
14585,,2017,norway
10275,,1983,kenya
19618,,1907,tunisia
17113,,2021,saint lucia
12422,,1978,mongolia
15722,0.0,1969,pakistan
11580,,2004,maldives
17867,,1956,south africa
8305,,1988,guam
19943,,1986,tuvalu
17672,48.215,2001,slovakia
11982,,1988,micronesia (country)
20907,233.892,1980,upper-middle-income countries
9408,,2019,indonesia
16225,,1916,philippines
1329,,2015,asia (ember)
6124,,2017,el salvador
19322,,1941,thailand
20125,,1964,ussr
10315,,1980,kiribati
9741,0.0,1983,ireland
11377,,2008,madagascar
8386,,1947,guatemala
2806,,1975,botswana
11573,,1997,maldives
4117,,1980,chad
12569,,1942,morocco
6149,,1999,equatorial guinea
8440,,2001,guatemala
13993,,1943,north america
9476,,1964,iran
12990,,1921,nepal
1539,,1927,australia
14815,,2001,oecd (shift)
8720,3061.779,1984,high-income countries
16799,,1914,romania
261,38.6,2016,africa
18268,34.683,2000,south and central america (ei)
6591,,1929,europe
8032,,1964,greece
20982,,2012,uruguay
15538,,1991,other non-oecd - america (eia)
594,,1906,algeria
17719,14.595,2015,slovenia
14866,,2015,oecd - asia and oceania (eia)
16893,30.271,2008,romania
1196,,1947,asia
10743,,2003,liberia
13538,,1975,niger
5288,,1923,democratic republic of congo
21277,,1981,vietnam
1028,0.0,1968,argentina
8680,,1944,high-income countries
12554,,1927,morocco
6399,,2018,ethiopia
17585,0.0,1972,singapore
228,0.0,1983,africa
5363,,1998,democratic republic of congo
8833,0.0,1997,hong kong
9274,41.07,2008,india
5714,,1978,eu28 (shift)
13488,,1925,niger
13107,,1916,netherlands
14243,,1989,north america (shift)
6106,,1999,el salvador
14379,,2008,north korea
6671,3130.123,2009,europe
11299,,1930,madagascar
17527,,2013,seychelles
3859,,1981,central & south america (eia)
20613,,1925,united states
20624,,1936,united states
4712,,1998,cook islands
8227,,1994,grenada
17752,,2005,solomon islands
15425,,1921,oman
19813,0.0,1979,turkey
1971,,1991,bahrain
17394,,2012,saudi arabia
2730,,2022,bosnia and herzegovina
9943,,1939,italy
8938,0.0,1979,hungary
2955,38.753,2002,brazil
3485,577.947,2021,cis (ei)
17750,,2003,solomon islands
2859,,1906,brazil
16615,,2017,puerto rico
13259,,1983,new caledonia
7534,,1949,gabon
5044,,2010,cuba
6158,,2008,equatorial guinea
8953,39.864,1994,hungary
2428,,1999,belize
19576,,1988,trinidad and tobago
5967,,1903,egypt
12236,,1940,middle east (shift)
16717,0.0,1997,qatar
9930,,1926,italy
12243,,1947,middle east (shift)
8795,,2016,honduras
20227,,1903,ukraine
4041,,1941,central and south america (shift)
3953,0.051,1976,central america (ei)
3394,,1988,burundi
13281,,2005,new caledonia
6673,3168.312,2011,europe
12907,,2002,namibia
14437,,1991,northern mariana islands
6972,2046.442,1989,european union (27)
11129,9.505,1983,lower-middle-income countries
1085,,1994,armenia
886,,1990,antarctica
16168,0.0,1982,peru
12034,,1983,middle africa (ei)
8808,0.0,1972,hong kong
3107,,1989,brunei
15113,,1956,opec (shift)
2913,,1960,brazil
10667,,2011,lebanon
6803,,1937,europe (shift)
7307,51.779,1975,france
20594,,1906,united states
11406,,1995,malawi
3223,30.492,1982,bulgaria
16376,,1944,poland
9921,,1917,italy
1090,,1999,armenia
19156,,2019,tajikistan
19304,,1923,thailand
21938,,1949,zimbabwe
5540,,2010,djibouti
15040,,2005,opec (eia)
4124,,1987,chad
21329,,1990,wake island (eia)
9511,0.0,1999,iran
13029,,1960,nepal
1445,,1950,asia and oceania (shift)
2352,0.017,1966,belgium
17825,,1914,south africa
2579,,1902,bolivia
2542,,1987,bhutan
9170,,1904,india
7662,,2004,georgia
15102,,1945,opec (shift)
17062,,2012,saint kitts and nevis
18728,217.81,1991,sweden
350,,1901,africa (shift)
3128,,2010,brunei
7717,,1936,germany
18348,,1957,spain
21835,,1968,zambia
13144,,1953,netherlands
5031,,1997,cuba
15890,,1985,paraguay
1342,16.711,1970,asia pacific (ei)
12786,,1914,myanmar
13686,,2001,nigeria
20410,0.0,1968,united arab emirates
17457,,2000,serbia
21875,,2008,zambia
10764,,1902,libya
3640,,2011,cameroon
19644,,1933,tunisia
222,0.0,1977,africa
3117,,1999,brunei
4889,,2010,cote d'ivoire
17264,,2004,sao tome and principe
5516,,1986,djibouti
7187,9.197,1978,finland
11100,,1954,lower-middle-income countries
18828,0.0,1968,switzerland
19224,,1965,tanzania
2166,,1940,barbados
21020,,2012,uzbekistan
2085,0.0,1982,bangladesh
8731,5914.891,1995,high-income countries
2098,0.0,1995,bangladesh
4354,0.0,1971,china
14773,,1959,oecd (shift)
4579,,1908,congo
20019,,2020,u.s. pacific islands (eia)
7584,,1999,gabon
388,,1939,africa (shift)
717,,1986,american samoa
15912,,2007,paraguay
3614,,1985,cameroon
445,,1996,africa (shift)
4895,,2016,cote d'ivoire
3487,,1980,cambodia
19741,,1907,turkey
5610,,1996,dominican republic
20436,0.0,1994,united arab emirates
21956,,1967,zimbabwe
15189,,1995,opec - africa (eia)
9316,,1927,indonesia
13448,,2007,nicaragua
1946,,1966,bahrain
4004,,1904,central and south america (shift)
20457,0.0,2015,united arab emirates
9886,,2005,israel
19341,,1960,thailand
10213,,2001,jordan
7093,,1983,faroe islands
11465,,1932,malaysia
11936,,1984,"mexico, chile, and other oecd americas (eia)"
8030,,1962,greece
4629,,1958,congo
5028,,1994,cuba
20172,,2011,ussr
6520,,1975,eurasia (shift)
18879,63.945,2019,switzerland
6492,,1947,eurasia (shift)
11648,,1988,malta
20883,,1956,upper-middle-income countries
21508,,2021,western sahara
17245,,1985,sao tome and principe
20470,,1905,united kingdom
10234,0.0,1985,kazakhstan
8966,39.824,2007,hungary
3226,37.259,1985,bulgaria
7048,,1980,falkland islands
15491,0.0,1987,oman
13212,9.612,2021,netherlands
2201,,1975,barbados
18948,,1965,syria
3756,251.141,2005,canada
6279,,1940,eswatini
6401,,2020,ethiopia
19235,,1976,tanzania
2143,,1917,barbados
12174,,2000,middle east (ember)
6758,,2015,europe (ember)
16171,0.0,1985,peru
20572,171.019,2007,united kingdom
10890,48.331,1990,lithuania
2295,,1909,belgium
11344,,1975,madagascar
17692,39.497,2021,slovakia
7153,,2001,fiji
3284,,2000,burkina faso
14600,683.332,1974,oecd (ei)
275,0.0,1972,africa (ei)
12702,,1952,mozambique
5625,,2011,dominican republic
4929,,2018,croatia
12857,,1985,myanmar
2184,,1958,barbados
21322,,1983,wake island (eia)
21232,,1936,vietnam
924,,1986,antigua and barbuda
1482,,1987,asia and oceania (shift)
3426,,2020,burundi
1334,,2020,asia (ember)
18029,27.198,1995,south america
20579,165.722,2014,united kingdom
6314,,1975,eswatini
15248,,2012,opec - south america (eia)
12875,,2003,myanmar
5039,,2005,cuba
7480,,2018,g7 (ember)
14818,,2004,oecd (shift)
11823,,1914,mexico
7711,,1930,germany
13348,,1950,new zealand
15230,,1994,opec - south america (eia)
6444,,2021,eurasia (eia)
1662,,2007,australia and new zealand (eia)
12942,,1995,nauru
6439,,2016,eurasia (eia)
11956,,2004,"mexico, chile, and other oecd americas (eia)"
11052,,1906,lower-middle-income countries
11633,,2015,mali
5880,,1939,ecuador
887,,1991,antarctica
21437,0.0,1993,western africa (ei)
17223,,2005,samoa
16354,,1922,poland
19936,,2021,turks and caicos islands
13777,750.014,1992,non-oecd (ei)
678,0.0,1990,algeria
4510,0.0,2004,colombia
16948,,1982,rwanda
10790,,1928,libya
12790,,1918,myanmar
13437,,1996,nicaragua
1595,,1983,australia
12898,,1993,namibia
4054,,1954,central and south america (shift)
10600,0.0,1987,latvia
12267,,1971,middle east (shift)
15163,,2006,opec (shift)
21531,,1922,world
3340,,1934,burundi
12129,20.053,2020,middle east (ei)
2339,,1953,belgium
13808,,1980,non-oecd (eia)
19068,,1962,taiwan
20860,,1933,upper-middle-income countries
16925,396.689,2002,russia
2349,,1963,belgium
14026,620.217,1976,north america
4044,,1944,central and south america (shift)
6699,574.375,1979,europe (ei)
15299,,1941,oceania
9616,0.0,1981,iraq
3974,0.0,1997,central america (ei)
10403,,1923,kuwait
14904,,2011,oecd - europe (eia)
12351,,1907,mongolia
217,0.0,1972,africa
20974,,2004,uruguay
7346,1134.688,2014,france
3642,,2013,cameroon
2239,,2013,barbados
963,,1903,argentina
8071,0.0,2003,greece
11738,,1993,mauritania
5496,,2009,denmark
20512,,1947,united kingdom
1715,,1938,austria
17189,,2013,saint vincent and the grenadines
8549,,1984,guyana
9417,,1905,iran
3622,,1993,cameroon
8783,,2004,honduras
17799,,2010,somalia
11422,,2011,malawi
17400,,2018,saudi arabia
14047,2139.888,1997,north america
11818,,1909,mexico
5250,,1978,czechoslovakia
18488,,1996,sudan
8990,,1988,ieo - africa (eia)
5637,,1901,eu28 (shift)
18922,,1939,syria
559,,1993,albania
3855,,2019,cayman islands
4258,0.0,1998,chile
18360,2.352,1969,spain
14202,,1948,north america (shift)
4657,,1986,congo
4767,,2011,costa rica
9778,0.0,2020,ireland
20501,,1936,united kingdom
18784,,1924,switzerland
20397,,1955,united arab emirates
3505,,1998,cambodia
10821,,1959,libya
20592,,1904,united states
6186,,2007,eritrea
16156,0.0,1970,peru
6762,,2019,europe (ember)
20023,,1982,u.s. territories (eia)
12001,,2007,micronesia (country)
2943,6.348,1990,brazil
16863,0.0,1978,romania
3782,,1988,cape verde
21140,0.0,1967,venezuela
1926,,1946,bahrain
4994,,1960,cuba
15782,,2003,palestine
15082,,1925,opec (shift)
2657,,1980,bolivia
14505,,1937,norway
12769,,2019,mozambique
10773,,1911,libya
4821,,1942,cote d'ivoire
16190,,2004,peru
11539,,2006,malaysia
21894,,1905,zimbabwe
779,,1926,angola
16504,,1949,portugal
21545,,1936,world
3717,0.488,1966,canada
3021,,1903,brunei
4517,0.0,2011,colombia
10803,,1941,libya
9662,,1904,ireland
4675,,2004,congo
4632,,1961,congo
18909,,1926,syria
6441,,2018,eurasia (eia)
13318,,1920,new zealand
18803,,1943,switzerland
280,0.0,1977,africa (ei)
3304,,2020,burkina faso
18969,,1986,syria
2876,,1923,brazil
797,,1944,angola
3571,,1942,cameroon
15589,,2000,other non-oecd - asia (eia)
16671,,1951,qatar
7898,,1994,ghana
6386,,2005,ethiopia
1742,0.0,1965,austria
2111,,2008,bangladesh
1184,,1935,asia
7835,,1931,ghana
7758,117.062,1977,germany
16443,0.0,2011,poland
560,,1994,albania
6604,,1942,europe
14398,,1995,north macedonia
19370,0.0,1989,thailand
3348,,1942,burundi
5291,,1926,democratic republic of congo
5195,,1923,czechoslovakia
5332,,1967,democratic republic of congo
16807,,1922,romania
9289,,1900,indonesia
11790,,2003,mauritius
17339,,1957,saudi arabia
9052,,2008,ieo - middle east (eia)
11180,,1976,luxembourg
1599,,1987,australia
838,,1985,angola
19940,,1983,tuvalu
5384,,2019,democratic republic of congo
3882,,2004,central & south america (eia)
7148,,1996,fiji
4698,,1984,cook islands
2746,,1915,botswana
8450,,2011,guatemala
14382,,2011,north korea
16683,,1963,qatar
13238,,2004,netherlands antilles
11819,,1910,mexico
14158,,1904,north america (shift)
18983,,2000,syria
10675,,2019,lebanon
5102,,2011,cyprus
1535,,1923,australia
16841,,1956,romania
17387,,2005,saudi arabia
8002,,1934,greece
6750,,2007,europe (ember)
1316,,2002,asia (ember)
5228,,1956,czechoslovakia
17804,,2015,somalia
1980,,2000,bahrain
824,,1971,angola
5057,0.0,1966,cyprus
18855,70.149,1995,switzerland
16698,0.0,1978,qatar
5065,0.0,1974,cyprus
3840,,2004,cayman islands
8807,0.0,1971,hong kong
19021,,1915,taiwan
13793,1194.404,2008,non-oecd (ei)
17542,,1986,sierra leone
5394,,1907,denmark
11071,,1925,lower-middle-income countries
7777,458.579,1996,germany
14968,,1976,opec (ei)
3722,12.108,1971,canada
16892,20.917,2007,romania
10250,,2001,kazakhstan
3395,,1989,burundi
19094,86.973,1988,taiwan
7094,,1984,faroe islands
8986,,1984,ieo - africa (eia)
10339,,2004,kiribati
5626,,2012,dominican republic
20623,,1935,united states
1023,,1963,argentina
13919,,1991,non-opec (eia)
41,,1918,afghanistan
2309,,1923,belgium
14775,,1961,oecd (shift)
17621,,2008,singapore
11551,,2018,malaysia
9010,,2008,ieo - africa (eia)
