Unnamed__0,country,energy_cons_change_twh
21733,yugoslavia,
19261,tanzania,2.02
6697,europe (ei),327.906
1940,bahrain,
4296,china,
17213,samoa,0.003
12004,micronesia (country),-0.205
674,algeria,15.194
17533,seychelles,0.106
1341,asia pacific (ei),871.481
8000,greece,
3279,burkina faso,0.066
10866,libya,5.331
3215,bulgaria,6.957
13850,non-opec (ei),
17885,south africa,14.49
11296,madagascar,
12136,middle east (eia),179.943
5228,czechoslovakia,
19223,tanzania,
18249,south and central america (ei),1.518
11413,malawi,-0.08
17940,south america,
14531,norway,
1590,australia,25.252
9206,india,
1021,argentina,
20302,ukraine,
10851,libya,4.723
13325,new zealand,
12744,mozambique,-0.196
21542,world,
2525,bermuda,0.172
5982,egypt,
9602,iraq,0.249
16266,philippines,
783,angola,
12354,mongolia,
9956,italy,
9636,iraq,37.783
5965,egypt,
2532,bermuda,-0.002
2920,brazil,10.799
16204,peru,14.834
20989,uruguay,1.557
7881,ghana,
8499,guinea,-1.35
21501,western sahara,0.0
3199,bulgaria,
18336,spain,
18701,sweden,
11111,lower-middle-income countries,
13020,nepal,
11760,mauritania,0.154
2373,belgium,16.956
21707,yugoslavia,
21387,wake island (shift),
16557,portugal,-2.251
17949,south america,
6832,europe (shift),
16248,philippines,
1851,bahamas,0.504
5686,eu28 (shift),
6445,eurasia (shift),
2631,bolivia,
20665,united states,519.139
12176,middle east (ember),
8551,guyana,-0.295
8696,high-income countries,
7419,french polynesia,0.245
7706,germany,
17881,south africa,18.163
6613,europe,
10688,lesotho,0.192
3754,canada,17.628
17732,solomon islands,-0.063
3723,canada,147.126
17806,somalia,0.001
10510,kyrgyzstan,4.876
589,algeria,
3440,cis (ei),440.901
11333,madagascar,
5684,eu28 (shift),
837,angola,-1.876
12612,morocco,2.099
20088,ussr,
1237,asia,1539.141
21610,world,1100.781
2188,barbados,
5170,czechia,23.957
13016,nepal,
13231,netherlands antilles,2.631
12400,mongolia,
4392,china,1139.898
14037,north america,823.104
13513,niger,
3378,burundi,
7793,germany,51.329
7168,fiji,-0.116
9608,iraq,-0.842
17270,sao tome and principe,0.04
3807,cape verde,-0.058
105,afghanistan,0.571
382,africa (shift),
18281,south and central america (ei),173.0
19818,turkey,17.991
8148,greenland,
4165,chile,
1796,austria,20.715
15779,palestine,1.373
130,afghanistan,1.432
8965,hungary,-6.017
7427,french polynesia,0.195
3242,bulgaria,7.319
16541,portugal,8.801
6516,eurasia (shift),
2619,bolivia,
5,asean (ember),
8742,high-income countries,219.383
16080,persian gulf (shift),
566,albania,6.618
17643,slovakia,7.846
14262,north america (shift),
5566,dominica,0.072
20216,uganda,3.51
6533,eurasia (shift),
2177,barbados,
17477,serbia,-4.021
14858,oecd - asia and oceania (eia),95.401
14880,oecd - europe (eia),389.045
17481,serbia and montenegro,-38.893
13808,non-oecd (eia),
6842,europe (shift),
11288,madagascar,
20976,uruguay,-4.315
20632,united states,
19446,tonga,
16969,rwanda,-0.014
3361,burundi,
10490,kuwait,43.581
19730,tunisia,0.217
89,afghanistan,
5211,czechoslovakia,
56,afghanistan,
12025,middle africa (ei),1.484
7392,french guiana,0.0
5138,czechia,-20.114
11200,luxembourg,0.965
14372,north korea,-7.883
19187,tanzania,
15155,opec (shift),
10188,japan,-123.191
16595,puerto rico,-0.045
17509,seychelles,0.073
1238,asia,1126.775
1483,asia and oceania (shift),
2931,brazil,98.903
18533,suriname,
4760,costa rica,1.43
18489,sudan,0.393
1139,aruba,1.078
7354,france,-281.325
8545,guyana,
3781,cape verde,0.012
3760,canada,-151.569
18796,switzerland,
11895,mexico,-33.722
13527,niger,
1085,armenia,-4.661
8644,high-income countries,
15140,opec (shift),
15459,oman,
6980,european union (27),-69.084
3695,canada,
14083,north america (ei),-519.686
16848,romania,
1757,austria,-1.343
11898,mexico,64.365
1474,asia and oceania (shift),
10233,jordan,-5.141
12097,middle east (ei),150.025
5337,democratic republic of congo,
7156,fiji,2.428
7076,falkland islands,0.005
5464,denmark,4.746
12524,montserrat,-0.0
1403,asia and oceania (shift),
20254,ukraine,
5349,democratic republic of congo,-0.134
3394,burundi,0.413
15224,opec - south america (eia),3.352
6944,european union (27),
7675,georgia,-0.413
7745,germany,
19763,turkey,
21480,western sahara,-0.041
17925,south africa,16.506
18832,switzerland,-3.802
20852,upper-middle-income countries,
20765,united states territories (shift),
3439,cis (ei),531.743
17313,saudi arabia,
19537,trinidad and tobago,
1047,argentina,22.953
15147,opec (shift),
17981,south america,
14362,north korea,-1.317
13773,non-oecd (ei),1599.148
9746,ireland,-0.52
3374,burundi,
7184,finland,3.312
696,algeria,23.917
6858,europe (shift),
2272,belarus,-16.097
194,africa,
16345,poland,
7479,g7 (ember),
9773,ireland,9.36
1750,austria,19.684
21451,western africa (ei),26.48
14574,norway,-47.2
11195,luxembourg,2.777
13577,niger,-0.528
8569,guyana,-0.167
6760,europe (ember),
21611,world,2385.016
21844,zambia,
6214,estonia,-6.696
10219,jordan,-3.407
8279,guadeloupe,-0.173
17529,seychelles,0.159
4168,chile,
6421,eurasia (eia),-228.696
19256,tanzania,-1.051
7104,faroe islands,0.069
7399,french polynesia,0.423
8128,greenland,
518,albania,
10713,lesotho,-0.103
6623,europe,
2131,barbados,
12691,mozambique,
3751,canada,96.581
9751,ireland,2.607
9990,italy,44.346
10448,kuwait,4.418
2389,belgium,28.216
1863,bahamas,-0.518
1037,argentina,18.744
17554,sierra leone,0.0
20068,ussr,
21840,zambia,
17331,saudi arabia,
21792,zambia,
12191,middle east (ember),
12090,middle east (ei),127.869
10441,kuwait,
2158,barbados,
349,africa (shift),
13091,netherlands,
13357,new zealand,
20344,united arab emirates,
10927,low-income countries,
18436,sri lanka,0.766
5100,cyprus,-0.852
18541,suriname,
18246,south and central america (ei),142.554
1018,argentina,
961,argentina,
8578,guyana,-0.176
16161,peru,5.023
11672,malta,-1.341
7681,germany,
20985,uruguay,2.0
4370,china,506.133
9486,iran,32.997
20528,united kingdom,
10340,kiribati,0.063
3112,brunei,-0.594
7155,fiji,0.659
7553,gabon,
20600,united states,
21194,venezuela,78.353
20680,united states,333.035
8905,hungary,
10135,japan,190.302
14123,north america (ei),-247.6
21709,yugoslavia,
11454,malaysia,
15974,persian gulf (shift),
376,africa (shift),
285,africa (ei),124.756
17748,solomon islands,0.049
651,algeria,
3184,bulgaria,
12364,mongolia,
17271,sao tome and principe,0.02
15436,oman,
4247,chile,5.668
21163,venezuela,35.493
6936,european union (27),
7123,faroe islands,0.277
18357,spain,44.396
20287,ukraine,
21062,vanuatu,0.106
2491,benin,2.148
10369,kosovo,-0.138
7780,germany,-56.071
256,africa,35.569
13034,nepal,
7692,germany,
12790,myanmar,
4358,china,393.68
21698,yugoslavia,
12802,myanmar,
15701,pakistan,
7352,france,-271.504
21386,wake island (shift),
19135,tajikistan,2.073
16664,qatar,
11520,malaysia,5.87
12977,nepal,
16730,qatar,46.855
18986,syria,-6.73
8653,high-income countries,
13000,nepal,
3168,bulgaria,
9925,italy,
9738,ireland,-3.362
20356,united arab emirates,
20063,ussr,
4435,colombia,
7277,france,
19097,taiwan,33.542
17608,singapore,15.857
13901,non-opec (ei),
13600,nigeria,
17437,senegal,-0.45
5469,denmark,-9.253
20620,united states,
4080,central and south america (shift),
15888,paraguay,0.611
5552,dominica,
2481,benin,2.767
9968,italy,
10744,liberia,0.185
13569,niger,0.024
10045,jamaica,0.953
15941,persian gulf (eia),148.605
21291,vietnam,17.707
7586,gabon,0.908
16124,peru,
15425,oman,
12485,montserrat,
10601,latvia,-5.066
16700,qatar,3.004
14947,oecd - north america (eia),-674.98
8078,greece,-17.961
2339,belgium,
17200,samoa,0.075
3442,cis (ei),531.536
17152,saint pierre and miquelon,0.035
19195,tanzania,
13738,niue,-0.002
7271,france,
13377,new zealand,1.794
3498,cambodia,0.125
9208,india,
7071,falkland islands,0.013
11496,malaysia,
19596,trinidad and tobago,-3.258
842,angola,-0.736
21018,uzbekistan,6.048
12023,middle africa (ei),1.802
13699,nigeria,40.858
7519,gabon,
5299,democratic republic of congo,
363,africa (shift),
16689,qatar,3.679
240,africa,110.859
1354,asia pacific (ei),137.218
16466,portugal,
4535,comoros,-0.084
6839,europe (shift),
19574,trinidad and tobago,2.349
21972,zimbabwe,1.292
7332,france,39.101
15033,opec (eia),173.481
1909,bahrain,
18595,suriname,
10355,kiribati,-0.016
9643,iraq,43.734
5019,cuba,2.344
9201,india,
13939,non-opec (eia),3632.609
9978,italy,-0.489
3145,bulgaria,
10717,lesotho,0.076
3500,cambodia,-0.0
10077,japan,
19350,thailand,3.003
18385,spain,53.19
11004,low-income countries,-13.197
9029,ieo - middle east (eia),233.225
655,algeria,-1.585
17612,singapore,-4.183
2032,bangladesh,
12997,nepal,
8228,grenada,-0.064
16068,persian gulf (shift),
2926,brazil,102.639
6770,europe (shift),
11027,low-income countries,55.619
21184,venezuela,23.56
13693,nigeria,52.603
4050,central and south america (shift),
20378,united arab emirates,
13380,new zealand,4.468
1682,austria,
10968,low-income countries,
15241,opec - south america (eia),11.59
18467,sri lanka,3.599
9789,israel,
15074,opec (shift),
8681,high-income countries,
20553,united kingdom,32.751
10944,low-income countries,
7180,finland,4.873
11521,malaysia,10.073
21220,vietnam,
1147,aruba,-0.804
9130,iceland,0.607
994,argentina,
14493,norway,
5193,czechoslovakia,
14389,north korea,3.416
1834,azerbaijan,8.002
1028,argentina,11.812
12519,montserrat,-0.015
12916,namibia,0.722
6316,eswatini,
18928,syria,
1300,asia & oceania (eia),1426.551
1465,asia and oceania (shift),
9985,italy,-36.167
26,afghanistan,
1869,bahamas,-1.553
1208,asia,
7031,european union (eia),37.762
17822,south africa,
20612,united states,
16188,peru,3.501
20706,united states,945.924
1229,asia,31.485
15372,oceania,21.99
18242,south and central america (ei),134.311
10314,kenya,
9954,italy,
19070,taiwan,
9156,iceland,1.819
12402,mongolia,
2323,belgium,
14805,oecd (shift),
21554,world,
18802,switzerland,
7912,ghana,7.102
2948,brazil,113.936
3425,burundi,0.331
17367,saudi arabia,14.436
8950,hungary,-21.354
18228,south sudan,0.21
6067,egypt,35.748
11202,luxembourg,-1.171
6284,eswatini,
15317,oceania,
11766,mauritania,0.931
6452,eurasia (shift),
13424,nicaragua,-0.089
13385,new zealand,1.833
2256,belarus,-66.044
6502,eurasia (shift),
12543,morocco,
13245,netherlands antilles,6.58
6475,eurasia (shift),
289,africa (ei),45.777
14658,oecd (eia),1101.23
8697,high-income countries,
20940,upper-middle-income countries,1310.859
8683,high-income countries,
7670,georgia,1.876
7934,gibraltar,
9667,ireland,
6091,el salvador,0.703
11130,lower-middle-income countries,195.173
17199,samoa,-0.001
1541,australia,
18100,south korea,
10833,libya,
21059,vanuatu,-0.008
1778,austria,13.952
17012,saint helena,-0.018
14984,opec (ei),
19648,tunisia,
11511,malaysia,26.019
4886,cote d'ivoire,2.281
6150,equatorial guinea,2.464
15609,other non-oecd - asia (eia),-676.699
13160,netherlands,60.394
11940,"mexico, chile, and other oecd americas (eia)",54.644
13762,non-oecd (ei),1526.475
19369,thailand,28.993
3029,brunei,
16699,qatar,30.238
4745,costa rica,1.805
2052,bangladesh,
21870,zambia,1.138
593,algeria,
8291,guadeloupe,0.0
2665,bolivia,2.922
21328,wake island (eia),-0.015
16022,persian gulf (shift),
204,africa,
19186,tanzania,
15061,opec (shift),
17507,seychelles,0.057
6523,eurasia (shift),
1612,australia,7.912
16023,persian gulf (shift),
6795,europe (shift),
29,afghanistan,
2713,bosnia and herzegovina,-4.424
5842,ecuador,
6322,eswatini,-0.301
17132,saint pierre and miquelon,0.062
5139,czechia,-89.256
1186,asia,
21711,yugoslavia,
13132,netherlands,
20036,u.s. territories (eia),0.0
1077,argentina,-1.027
19753,turkey,
18626,suriname,-2.568
18262,south and central america (ei),269.33
15661,pakistan,
10930,low-income countries,
1519,australia,
14473,norway,
9219,india,
8475,guinea,0.063
10337,kiribati,0.058
10435,kuwait,
15272,oceania,
9912,italy,
12307,middle east (shift),
1551,australia,
18133,south korea,31.533
8845,hong kong,26.005
6295,eswatini,
9263,india,170.378
20843,upper-middle-income countries,
17447,serbia,
16324,philippines,38.905
9162,iceland,-3.13
9371,indonesia,6.424
18080,south korea,
11916,mexico,19.282
7187,finland,8.979
5590,dominica,0.025
409,africa (shift),
20725,united states pacific islands (shift),
3273,burkina faso,-0.229
8153,greenland,
7203,finland,16.545
2458,benin,-0.457
11629,mali,1.136
15471,oman,0.419
19553,trinidad and tobago,
6612,europe,
11542,malaysia,-29.574
16559,portugal,-5.841
11349,madagascar,
17294,saudi arabia,
10041,jamaica,1.067
8543,guinea-bissau,-0.062
12501,montserrat,0.001
13433,nicaragua,1.32
20510,united kingdom,
13497,niger,
17665,slovakia,-3.133
19323,thailand,
2833,botswana,0.745
14620,oecd (ei),975.445
5595,dominican republic,0.063
21612,world,4046.672
14469,norway,
15362,oceania,50.191
4966,cuba,
8392,guatemala,
17607,singapore,46.872
11573,maldives,-0.194
6782,europe (shift),
16039,persian gulf (shift),
1476,asia and oceania (shift),
13758,non-oecd (ei),1199.52
10484,kuwait,31.748
17988,south america,
960,argentina,
21731,yugoslavia,
4313,china,
12582,morocco,
17391,saudi arabia,76.674
21533,world,
3285,burkina faso,0.474
10304,kenya,-0.775
18048,south america,77.667
2892,brazil,
817,angola,
16572,portugal,-9.618
19201,tanzania,
16573,portugal,5.72
17004,saint helena,0.0
2642,bolivia,
14196,north america (shift),
7116,faroe islands,-0.033
5536,djibouti,-0.221
12083,middle east (ei),58.031
15785,palestine,-1.695
2505,bermuda,-0.523
7858,ghana,
19973,tuvalu,0.0
11468,malaysia,
15085,opec (shift),
6294,eswatini,
15263,oceania,
9733,ireland,-5.755
20072,ussr,
1051,argentina,8.326
14716,oecd (shift),
13500,niger,
18934,syria,
2851,botswana,-1.149
8460,guatemala,1.016
15626,other non-oecd - europe and eurasia (eia),-210.877
199,africa,
18846,switzerland,16.087
14960,opec (ei),
3328,burundi,
17167,saint vincent and the grenadines,-0.049
9143,iceland,1.929
21963,zimbabwe,
12421,mongolia,
17524,seychelles,-0.444
8639,high-income countries,
9721,ireland,
18902,syria,
17058,saint kitts and nevis,-0.001
18148,south korea,139.578
4719,cook islands,0.133
5735,eu28 (shift),
6190,eritrea,0.041
14241,north america (shift),
16156,peru,2.199
3929,central african republic,-0.046
3318,burundi,
12297,middle east (shift),
5150,czechia,10.768
14177,north america (shift),
21401,west germany (eia),-13.712
15334,oceania,29.432
1185,asia,
3200,bulgaria,
2163,barbados,
4848,cote d'ivoire,
10551,laos,1.238
3582,cameroon,
2578,bolivia,
5379,democratic republic of congo,7.826
11114,lower-middle-income countries,97.189
13327,new zealand,
7854,ghana,
16910,russia,318.169
8202,greenland,-0.05
1183,asia,
4972,cuba,
399,africa (shift),
18724,sweden,-15.036
1113,aruba,
18292,spain,
4250,chile,7.858
12197,middle east (shift),
18438,sri lanka,-0.721
15473,oman,0.277
10065,jamaica,1.145
4351,china,15.627
3860,central & south america (eia),55.404
19380,thailand,40.347
16338,poland,
13375,new zealand,2.707
11559,maldives,0.0
21636,yemen,7.548
7051,falkland islands,0.0
2224,barbados,0.096
15411,oman,
13663,nigeria,
15820,panama,-18.472
21799,zambia,
3683,canada,
4302,china,
