chart_id,chart_type,status,question,explanation,operation_spec,feedback,updated_at
9mlpjn6pddrbthj8,simpleLine,pending,"When the values for the entire year are sorted in ascending order, is the third value greater than the average of the values added in 2011 and 2012?","Sort the yearly fatalities in ascending order to identify the third smallest value as 570. 
Compute the average of the 2011 and 2012 values by adding 661 and 650 to get 1311, then dividing by 2 to get 655.5. 
Compare 570 with 655.5 and note that 570 is lower. 
Therefore, the third value in the sorted list is not greater than the average of 2011 and 2012.","{""ops"":[{""op"":""sort"",""id"":""n1"",""meta"":{""nodeId"":""n1"",""inputs"":[],""sentenceIndex"":1},""order"":""asc""},{""op"":""nth"",""id"":""n2"",""meta"":{""nodeId"":""n2"",""inputs"":[""n1""],""sentenceIndex"":1},""n"":3,""from"":""left""}],""ops2"":[{""op"":""filter"",""id"":""n3"",""meta"":{""nodeId"":""n3"",""inputs"":[],""sentenceIndex"":2},""field"":""Year"",""include"":[""2011"",""2012""]},{""op"":""average"",""id"":""n4"",""meta"":{""nodeId"":""n4"",""inputs"":[""n3""],""sentenceIndex"":2},""field"":""Number of fatalities""}],""ops3"":[{""op"":""compareBool"",""id"":""n5"",""meta"":{""nodeId"":""n5"",""inputs"":[""n2"",""n4""],""sentenceIndex"":3},""operator"":"">"",""targetA"":""ref:n2"",""targetB"":""ref:n4""}]}",,2026-05-22T14:53:20Z
1x37jzohqd666qc0,groupedBar,pending,"Is the average value of ""Don't know/no opinion"" in all categories equal to the difference between ""Very unlikely"" in ""Family"" and ""Very unlikely"" in ""Local community"" plus the difference between ""Somewhat unlikely"" in ""Family"" and ""Somewhat unlikely""?","Compute the average of _on_ know/no opinion across categories by adding 0.19 (Family), 0.19 (Local community), and 0.18 (State) to get 0.56, then dividing by 3 to get about 0.19.  
Subtract _ery unlikely in Local community (0.29) from _ery unlikely in Family (0.44) to get a difference of 0.15.  
Compute the _omewhat unlikely difference by subtracting _omewhat unlikely in Local community (0.28) from _omewhat unlikely in Family (0.24) to get a difference of negative 0.04.  
Add the two differences, 0.15 plus negative 0.04, to get 0.11.  
Compare about 0.19 to 0.11 and note they are not equal, so the average _on_ know/no opinion is not equal to that combined difference.","{""ops"":[{""op"":""filter"",""id"":""n1"",""meta"":{""nodeId"":""n1"",""inputs"":[],""sentenceIndex"":1},""field"":""Response"",""operator"":""=="",""value"":""Don't know/no opinion""},{""op"":""average"",""id"":""n2"",""meta"":{""nodeId"":""n2"",""inputs"":[""n1""],""sentenceIndex"":1},""field"":""Share of respondents""}],""ops2"":[{""op"":""filter"",""id"":""n3"",""meta"":{""nodeId"":""n3"",""inputs"":[],""sentenceIndex"":2},""field"":""Response"",""operator"":""=="",""value"":""Very unlikely""},{""op"":""pairDiff"",""id"":""n4"",""meta"":{""nodeId"":""n4"",""inputs"":[""n3""],""sentenceIndex"":2},""groupA"":""Family"",""groupB"":""Local community"",""field"":""Share of respondents"",""signed"":true}],""ops3"":[{""op"":""filter"",""id"":""n5"",""meta"":{""nodeId"":""n5"",""inputs"":[],""sentenceIndex"":3},""field"":""Response"",""operator"":""=="",""value"":""Somewhat unlikely""},{""op"":""pairDiff"",""id"":""n6"",""meta"":{""nodeId"":""n6"",""inputs"":[""n5""],""sentenceIndex"":3},""groupA"":""Family"",""groupB"":""Local community"",""field"":""Share of respondents"",""signed"":true}],""ops4"":[{""op"":""add"",""id"":""n7"",""meta"":{""nodeId"":""n7"",""inputs"":[""n4"",""n6""],""sentenceIndex"":4},""targetA"":""ref:n4"",""targetB"":""ref:n6""}],""ops5"":[{""op"":""compareBool"",""id"":""n8"",""meta"":{""nodeId"":""n8"",""inputs"":[""n2"",""n7""],""sentenceIndex"":5},""operator"":""="",""targetA"":""ref:n2"",""targetB"":""ref:n7""}]}",,2026-05-22T15:47:59Z
1bv05pu9d8jnidty,simpleBar,pending,What is the average value up to before 2026?,"Average the values from 2020 through 2025 (the years before 2026) by summing 26901, 28467, 29580, 30610, 31561, and 32578 to get a total of 177697. 
Divide this total by 6 years to obtain an average of 29527.8. 
Therefore, the average national debt value up to before 2026 is 29527.8.","{""ops"":[{""op"":""filter"",""id"":""n1"",""meta"":{""nodeId"":""n1"",""inputs"":[],""sentenceIndex"":1},""field"":""Year"",""operator"":""<"",""value"":""2026""}],""ops2"":[{""op"":""average"",""id"":""n2"",""meta"":{""nodeId"":""n2"",""inputs"":[""n1""],""sentenceIndex"":2},""field"":""National debt in billion US dollars""}]}",,2026-05-22T16:03:08Z
2mi8b2r0oalayl6g,stackedBar,pending,Which year has the smallest sum of golf wear and golf gear?,"Add golf wear and golf gear within each year to form yearly combined sums. 
Compare these combined sums across years and identify the smallest total as 549.51 in 2014, which is lower than the next smallest of 548.26 in 2015 and all other years that are higher. 
Therefore, 2014 has the smallest sum of golf wear and golf gear.","{""ops"":[{""op"":""filter"",""id"":""n1"",""meta"":{""nodeId"":""n1"",""inputs"":[],""sentenceIndex"":1},""field"":""Category"",""include"":[""Golf wear"",""Golf gear""]},{""op"":""sum"",""id"":""n2"",""meta"":{""nodeId"":""n2"",""inputs"":[""n1""],""sentenceIndex"":1},""field"":""Revenue"",""group"":""Year""}],""ops2"":[{""op"":""findExtremum"",""id"":""n3"",""meta"":{""nodeId"":""n3"",""inputs"":[""n2""],""sentenceIndex"":2},""which"":""min""}]}",,2026-05-22T14:53:38Z
82aqt0k0jnbj3irf,simpleLine,pending,Which year is the median number of enterprises?,"Sort the nine enterprise counts and take the middle (fifth) value to identify the median. 
Order the values as 456,747; 464,125; 468,974; 472,425; 494,099; 507,048; 512,864; 536,488; 575,733, making 494,099 the median. 
Match 494,099 to its year, which is 2015. 
Because the question asks for the year that is the median, the correct year is 2015.","{""ops"":[{""op"":""sort"",""id"":""n1"",""meta"":{""nodeId"":""n1"",""inputs"":[],""sentenceIndex"":1},""field"":""Number of enterprises"",""order"":""asc""}],""ops2"":[{""op"":""nth"",""id"":""n2"",""meta"":{""nodeId"":""n2"",""inputs"":[""n1""],""sentenceIndex"":2},""n"":5,""from"":""left""}]}",,2026-05-22T14:53:56Z
1jatwi94v2d8cr9u,groupedBar,pending,What is the difference between the yearly sum of the digital market and the annual sum of the package market?,"Subtracting the yearly sum of the digital market from the annual sum of the package market yields a difference of 0 because both phrases refer to the same operation of summing values over each year. 
Comparing the two totals year by year uses the same pair of numbers each time (digital plus package for that year), so the computed sums match exactly. 
Therefore, the difference between the _early sum and the _nnual sum is 0.","{""ops"":[{""op"":""filter"",""id"":""n1"",""meta"":{""nodeId"":""n1"",""inputs"":[],""sentenceIndex"":1},""field"":""Market"",""operator"":""=="",""value"":""Digital""},{""op"":""sum"",""id"":""n2"",""meta"":{""nodeId"":""n2"",""inputs"":[""n1""],""sentenceIndex"":1},""field"":""Value""}],""ops2"":[{""op"":""filter"",""id"":""n3"",""meta"":{""nodeId"":""n3"",""inputs"":[],""sentenceIndex"":2},""field"":""Market"",""operator"":""=="",""value"":""Package""},{""op"":""sum"",""id"":""n4"",""meta"":{""nodeId"":""n4"",""inputs"":[""n3""],""sentenceIndex"":2},""field"":""Value""}],""ops3"":[{""op"":""diff"",""id"":""n5"",""meta"":{""nodeId"":""n5"",""inputs"":[""n2"",""n4""],""sentenceIndex"":3},""targetA"":""ref:n2"",""targetB"":""ref:n4"",""signed"":true}]}",,2026-05-22T14:53:50Z
2bhsybiilde28j87,stackedBar,pending,What is the average percentage of non-black races that they answered very interested?,"Average the _ery interested shares for the non-Black races by combining White at 0.20, Hispanic at 0.16, and Other at 0.21 and then dividing by three. 
Sum these three values to get a total of 0.57. Divide 0.57 by 3 to obtain an average of 0.19. 
Convert 0.19 to a percentage to get 19%, which is the average _ery interested response among non-Black races.","{""ops"":[{""op"":""filter"",""id"":""n1"",""meta"":{""nodeId"":""n1"",""inputs"":[],""sentenceIndex"":1},""field"":""Response"",""operator"":""=="",""value"":""Very interested""},{""op"":""filter"",""id"":""n2"",""meta"":{""nodeId"":""n2"",""inputs"":[""n1""],""sentenceIndex"":1},""field"":""Race"",""include"":[""White"",""Hispanic"",""Other""]}],""ops2"":[{""op"":""average"",""id"":""n3"",""meta"":{""nodeId"":""n3"",""inputs"":[""n2""],""sentenceIndex"":2},""field"":""Share of respondents""}]}",,2026-05-22T14:53:49Z
1bywaj7stsb3060c,simpleBar,pending,What is the average market share for a company with 5 or fewer letters in its name?,"Filter the companies to those with 5 or fewer letters in their names, yielding Conad at 0.148, Selex at 0.101, MD at 0.031, Crai at 0.024, and Aspiag at 0.024. 
Add these market shares to get a total of 0.328. 
Divide 0.328 by the 5 qualifying companies to obtain an average of 0.0656. Round this average to three decimals to report 0.066.","{""ops"":[{""op"":""filter"",""id"":""n1"",""meta"":{""nodeId"":""n1"",""inputs"":[],""sentenceIndex"":1},""field"":""Company"",""include"":[""Conad"",""Selex"",""MD"",""Crai"",""Aspiag""]}],""ops2"":[{""op"":""average"",""id"":""n2"",""meta"":{""nodeId"":""n2"",""inputs"":[""n1""],""sentenceIndex"":2},""field"":""Market share""}]}",,2026-05-22T14:53:58Z
6ah60yba8o7rw0i9,multipleLine,pending,What is the difference between the maximum value of yogurt with additives and the minimum value of yogurt without additives?,"Compare the _oghurt with additives prices across years to identify the maximum, which is 2.48 euros. 
Compare the _oghurt without additives prices across years to identify the minimum, which is 1.57 euros. 
Subtract the minimum without-additives value from the maximum with-additives value to get a difference of 0.91 euros.","{""ops"":[{""op"":""filter"",""id"":""n1"",""meta"":{""nodeId"":""n1"",""inputs"":[],""sentenceIndex"":1},""field"":""Type"",""operator"":""=="",""value"":""Yogurt with additives""},{""op"":""findExtremum"",""id"":""n2"",""meta"":{""nodeId"":""n2"",""inputs"":[""n1""],""sentenceIndex"":1},""field"":""Price"",""which"":""max""}],""ops2"":[{""op"":""filter"",""id"":""n3"",""meta"":{""nodeId"":""n3"",""inputs"":[],""sentenceIndex"":2},""field"":""Type"",""operator"":""=="",""value"":""Yogurt without additives""},{""op"":""findExtremum"",""id"":""n4"",""meta"":{""nodeId"":""n4"",""inputs"":[""n3""],""sentenceIndex"":2},""field"":""Price"",""which"":""min""}],""ops3"":[{""op"":""diff"",""id"":""n5"",""meta"":{""nodeId"":""n5"",""inputs"":[""n2"",""n4""],""sentenceIndex"":3},""targetA"":""ref:n2"",""targetB"":""ref:n4"",""signed"":true}]}",,2026-05-22T14:53:54Z
5p6g89v7l99aes05,multipleLine,pending,What year has the biggest difference between playoff teams and all teams?,"Compute the yearly gap by subtracting All teams payroll from Playoff teams payroll for each year. 
Compare these gaps and identify the largest one, which is a difference of 28.8 in 2005 (101.6 minus 72.8), exceeding the next largest gap of 27.6 in 2004 and all remaining years smaller gaps. 
Therefore, 2005 has the biggest difference between playoff teams and all teams.","{""ops"":[{""op"":""pairDiff"",""id"":""n1"",""meta"":{""nodeId"":""n1"",""inputs"":[],""sentenceIndex"":1},""groupA"":""Playoff teams"",""groupB"":""All teams"",""field"":""Payroll"",""signed"":true}],""ops2"":[{""op"":""findExtremum"",""id"":""n2"",""meta"":{""nodeId"":""n2"",""inputs"":[""n1""],""sentenceIndex"":2},""which"":""max""}]}",,2026-05-22T16:03:42Z
1ce802l2rdg98d7d,simpleBar,pending,Which party has the third most respondents?,"Rank the parties by share of respondents from highest to lowest using 0.211 (Lega), 0.195 (Fratelli d'Italia), 0.19 (PD), and then smaller values thereafter. 
Select the third entry in this ordered list, which corresponds to the 0.19 share. 
PD (Partito Democratico) is therefore the party with the third most respondents.","{""ops"":[{""op"":""sort"",""id"":""n1"",""meta"":{""nodeId"":""n1"",""inputs"":[],""sentenceIndex"":1},""field"":""Share of respondents"",""order"":""desc""}],""ops2"":[{""op"":""nth"",""id"":""n2"",""meta"":{""nodeId"":""n2"",""inputs"":[""n1""],""sentenceIndex"":2},""n"":3,""from"":""left""}]}",,2026-05-22T14:53:58Z
1hokbw2gmzar9ye8,groupedBar,pending,What's the difference between women over 60 and men under 40?,"Subtract the percentage for men under 40 at 0.312 from the percentage for women over 60 at 0.739 to get a difference of 0.427. This uses the _omen, 60 years and over value and the _en, 18 to 39 years value, so the resulting gap is 0.427.","{""ops"":[{""op"":""retrieveValue"",""id"":""n1"",""meta"":{""nodeId"":""n1"",""inputs"":[],""sentenceIndex"":1},""target"":""Women, 60 years and over""},{""op"":""retrieveValue"",""id"":""n2"",""meta"":{""nodeId"":""n2"",""inputs"":[],""sentenceIndex"":1},""target"":""Men, 18 to 39 years""}],""ops2"":[{""op"":""diff"",""id"":""n3"",""meta"":{""nodeId"":""n3"",""inputs"":[""n1"",""n2""],""sentenceIndex"":2},""targetA"":""ref:n1"",""targetB"":""ref:n2"",""signed"":true}]}",,2026-05-22T14:53:59Z
5wpw8detqynmqv1s,multipleLine,pending,What is the difference between the maximum value for female victims and the minimum value for male victims?,"Compare the female victim counts across all years to identify the maximum of 207, then compare the male victim counts across all years to identify the minimum of 358. 
Subtract the male minimum of 358 from the female maximum of 207 to get a difference of 151. 
This 151 is the gap between the highest female value and the lowest male value.","{""ops"":[{""op"":""filter"",""id"":""n1"",""meta"":{""nodeId"":""n1"",""inputs"":[],""sentenceIndex"":1},""field"":""Gender"",""operator"":""=="",""value"":""Female""},{""op"":""findExtremum"",""id"":""n2"",""meta"":{""nodeId"":""n2"",""inputs"":[""n1""],""sentenceIndex"":1},""which"":""max""}],""ops2"":[{""op"":""filter"",""id"":""n3"",""meta"":{""nodeId"":""n3"",""inputs"":[],""sentenceIndex"":2},""field"":""Gender"",""operator"":""=="",""value"":""Male""},{""op"":""findExtremum"",""id"":""n4"",""meta"":{""nodeId"":""n4"",""inputs"":[""n3""],""sentenceIndex"":2},""which"":""min""}],""ops3"":[{""op"":""diff"",""id"":""n5"",""meta"":{""nodeId"":""n5"",""inputs"":[""n2"",""n4""],""sentenceIndex"":3},""targetA"":""ref:n2"",""targetB"":""ref:n4"",""signed"":true}]}",,2026-05-22T14:54:07Z
8e9wp443ff1i6snq,simpleLine,pending,Which year has the biggest difference in value from the following year?,"Compute the year-to-year absolute differences between each year_ immigration rate and the following year_ rate. 
Compare these gaps and find the largest is a drop of 4.70 from 36.34 in 2008 to 31.64 in 2009, while all other consecutive-year differences are smaller (the next largest is 3.63 from 2015 to 2016). 
Therefore, 2008 has the biggest difference in value from the following year.","{""ops"":[{""op"":""lagDiff"",""id"":""n1"",""meta"":{""nodeId"":""n1"",""inputs"":[],""sentenceIndex"":1},""orderField"":""Year"",""order"":""asc"",""absolute"":true}],""ops2"":[{""op"":""findExtremum"",""id"":""n2"",""meta"":{""nodeId"":""n2"",""inputs"":[""n1""],""sentenceIndex"":2},""which"":""max""}]}",,2026-05-22T14:54:25Z
2n0g3tsz1rsz6fgr,stackedBar,pending,What is the largest average value in the industry when you get the average value for each of the five consecutive years?,"Compute the five-year average Industry share for each consecutive window of years and then compare those averages to find the largest. 
Average 20102014 using 27.45, 27.95, 27.91, 27.53, and 26.98 to get 27.56. 
Average 20112015 using 27.95, 27.91, 27.53, 26.98, and 26.71 to get 27.42, and note that later windows mostly stay near 27.027.4. 
Take the 20122016 window by averaging 27.91, 27.53, 26.98, 26.71, and 26.97 to get 27.22, then observe the averages rise again in the late period. 
Compare the late windows and find 20162020 averages 26.97, 26.42, 27.42, 27.49, and 27.47 to get 27.85, which is higher than every other five-year average. 
Therefore, the largest five-consecutive-year average Industry value is 27.85.","{""ops"":[{""op"":""filter"",""id"":""n1"",""meta"":{""nodeId"":""n1"",""inputs"":[],""sentenceIndex"":1},""field"":""Sector"",""operator"":""=="",""value"":""Industry""}],""ops2"":[{""op"":""rollingWindow"",""id"":""n2"",""meta"":{""nodeId"":""n2"",""inputs"":[""n1""],""sentenceIndex"":2},""window"":5,""aggregate"":""avg"",""field"":""Share"",""orderField"":""Year""}],""ops3"":[{""op"":""findExtremum"",""id"":""n3"",""meta"":{""nodeId"":""n3"",""inputs"":[""n2""],""sentenceIndex"":3},""which"":""max""}]}",,2026-05-22T14:54:34Z
8chfa8n079zpfigi,simpleLine,pending,How many years correspond to a value between 20 and 30?,"Count the years whose FIFA World Ranking position falls between 20 and 30 inclusive. 
Tallying the qualifying values  27 (2003), 27 (2004), 29 (2009), 27 (2012), 27 (2013), 26 (2014), 28 (2015), 25 (2016), 22 (2017), 23 (2018), 20 (2019), and 17 (2020)  keeps all except 31, 33, 34, 32, 35, and 32, and also excludes 17 because it is below 20. 
The remaining qualifying years total 10, so 10 years correspond to a value between 20 and 30.","{""ops"":[{""op"":""filter"",""id"":""n1"",""meta"":{""nodeId"":""n1"",""inputs"":[],""sentenceIndex"":1},""operator"":"">="",""value"":20,""field"":""FIFA World Ranking""},{""op"":""filter"",""id"":""n2"",""meta"":{""nodeId"":""n2"",""inputs"":[""n1""],""sentenceIndex"":1},""operator"":""<="",""value"":30,""field"":""FIFA World Ranking""}],""ops2"":[{""op"":""count"",""id"":""n3"",""meta"":{""nodeId"":""n3"",""inputs"":[""n2""],""sentenceIndex"":2}}]}",,2026-05-22T14:55:20Z
1j7gx35h6i9mpi6j,groupedBar,pending,What is the difference between the proportion of respondents who value beauty products and the proportion of respondents who value books?,"Subtract the proportion who value books at 0.63 from the proportion who value beauty products at 0.44 to get a difference of 0.19. 
This result reflects how much lower the _uch more important/A little more important share is for beauty products than for books.","{""ops"":[{""op"":""retrieveValue"",""id"":""n1"",""meta"":{""nodeId"":""n1"",""inputs"":[],""sentenceIndex"":1},""target"":""Beauty products""},{""op"":""retrieveValue"",""id"":""n2"",""meta"":{""nodeId"":""n2"",""inputs"":[],""sentenceIndex"":1},""target"":""Books""}],""ops2"":[{""op"":""diff"",""id"":""n3"",""meta"":{""nodeId"":""n3"",""inputs"":[""n1"",""n2""],""sentenceIndex"":2},""targetA"":""ref:n1"",""targetB"":""ref:n2"",""signed"":true}]}",,2026-05-22T15:47:59Z
2yech0pea1xihind,stackedBar,pending,What is the sum of percentage using META's platform as a separate times a day?,"Add the _everal times a day percentages for META_ platforms by summing Facebook at 51 and Instagram at 38 to get a total of 89. 
This total represents the combined _everal times a day percentage across META_ platforms, so the sum is 89.","{""ops"":[{""op"":""filter"",""id"":""n1"",""meta"":{""nodeId"":""n1"",""inputs"":[],""sentenceIndex"":1},""field"":""Frequency"",""operator"":""=="",""value"":""Several times a day""},{""op"":""filter"",""id"":""n2"",""meta"":{""nodeId"":""n2"",""inputs"":[""n1""],""sentenceIndex"":1},""field"":""Platform"",""include"":[""Facebook"",""Instagram""]}],""ops2"":[{""op"":""sum"",""id"":""n3"",""meta"":{""nodeId"":""n3"",""inputs"":[""n2""],""sentenceIndex"":2},""field"":""Percentage""}]}",,2026-05-22T15:47:59Z
64ue1v00wj8vg48e,multipleLine,pending,What is the difference between the average of the values before 2010 and the average of the values after 2010 in should be valid?,"Compute the average _hould be valid share before 2010 by summing 27, 35, 42, 37, 42, 46, 40, and 40 to get 309 and dividing by 8 to get 38.6. 
Compute the average _hould be valid share after 2010 by summing 53, 50, 54, 55, 60, 61, 64, 67, 63, 67, and 70 to get 664 and dividing by 11 to get 60.4. 
Subtract the before-2010 average of 38.6 from the after-2010 average of 60.4 to get a difference of 19.4. 
Therefore, the difference between the two averages is 19.4.","{""ops"":[{""op"":""filter"",""id"":""n1"",""meta"":{""nodeId"":""n1"",""inputs"":[],""sentenceIndex"":1},""field"":""Year"",""operator"":""<"",""value"":""2010""},{""op"":""average"",""id"":""n2"",""meta"":{""nodeId"":""n2"",""inputs"":[""n1""],""sentenceIndex"":1},""field"":""Share""}],""ops2"":[{""op"":""filter"",""id"":""n3"",""meta"":{""nodeId"":""n3"",""inputs"":[],""sentenceIndex"":2},""field"":""Year"",""operator"":"">"",""value"":""2010""},{""op"":""average"",""id"":""n4"",""meta"":{""nodeId"":""n4"",""inputs"":[""n3""],""sentenceIndex"":2},""field"":""Share""}],""ops3"":[{""op"":""diff"",""id"":""n5"",""meta"":{""nodeId"":""n5"",""inputs"":[""n4"",""n2""],""sentenceIndex"":3},""targetA"":""ref:n4"",""targetB"":""ref:n2"",""signed"":true}]}",,2026-05-22T14:54:28Z
1dm30xw1gpjo8ke5,simpleBar,pending,What is the average of the maximum and minimum values of share of GDP?,"Compute the average of the extreme values by taking the maximum share of GDP of 0.061 and the minimum share of GDP of 0.007 and averaging them. 
Add 0.061 and 0.007 to get a total of 0.068. 
Divide 0.068 by 2 to obtain 0.034, which is the average of the maximum and minimum shares of GDP.","{""ops"":[{""op"":""findExtremum"",""id"":""n1"",""meta"":{""nodeId"":""n1"",""inputs"":[],""sentenceIndex"":1},""field"":""Share of GDP"",""which"":""max""},{""op"":""findExtremum"",""id"":""n2"",""meta"":{""nodeId"":""n2"",""inputs"":[],""sentenceIndex"":1},""field"":""Share of GDP"",""which"":""min""}],""ops2"":[{""op"":""add"",""id"":""n3"",""meta"":{""nodeId"":""n3"",""inputs"":[""n1"",""n2""],""sentenceIndex"":2},""targetA"":""ref:n1"",""targetB"":""ref:n2""},{""op"":""scale"",""id"":""n4"",""meta"":{""nodeId"":""n4"",""inputs"":[""n3""],""sentenceIndex"":2},""target"":""ref:n3"",""factor"":0.5}]}",,2026-05-22T14:54:22Z
8hiwwys6qkrbtapb,simpleLine,pending,What is the difference between the average crime rate in the years before 2010 and the average crime rate in the years since 2010?,"Compute the average crime rate before 2010 by summing 84, 74, 69, 71, 69, 62, 62, and 61 to get 552, then dividing by 8 to get 69.0. 
Compute the average crime rate since 2010 by summing 58, 57, 55, 56, 57, 58, 54, 54, 56, and 59 to get 564, then dividing by 10 to get 56.4. 
Subtract the since-2010 average of 56.4 from the pre-2010 average of 69.0 to get a difference of 13.6.","{""ops"":[{""op"":""filter"",""id"":""n1"",""meta"":{""nodeId"":""n1"",""inputs"":[],""sentenceIndex"":1},""field"":""Year"",""operator"":""<"",""value"":""2010""},{""op"":""average"",""id"":""n2"",""meta"":{""nodeId"":""n2"",""inputs"":[""n1""],""sentenceIndex"":1},""field"":""Crime rate""}],""ops2"":[{""op"":""filter"",""id"":""n3"",""meta"":{""nodeId"":""n3"",""inputs"":[],""sentenceIndex"":2},""field"":""Year"",""operator"":"">="",""value"":""2010""},{""op"":""average"",""id"":""n4"",""meta"":{""nodeId"":""n4"",""inputs"":[""n3""],""sentenceIndex"":2},""field"":""Crime rate""}],""ops3"":[{""op"":""diff"",""id"":""n5"",""meta"":{""nodeId"":""n5"",""inputs"":[""n2"",""n4""],""sentenceIndex"":3},""targetA"":""ref:n2"",""targetB"":""ref:n4"",""signed"":true}]}",,2026-05-22T14:54:45Z
1mzcynif2s4mm6ps,groupedBar,pending,What is the difference between the Enterprises sum and the Providers sum?,"Add the Enterprises shares across all items to get a total of 3.40, and add the Provider shares across all items to get a total of 2.43. 
Subtract the Provider total from the Enterprises total to obtain a difference of 0.97. 
This 0.97 is the gap between the Enterprises sum and the Providers sum.","{""ops"":[{""op"":""filter"",""id"":""n1"",""meta"":{""nodeId"":""n1"",""inputs"":[],""sentenceIndex"":1},""field"":""Group"",""operator"":""=="",""value"":""Enterprises""},{""op"":""sum"",""id"":""n2"",""meta"":{""nodeId"":""n2"",""inputs"":[""n1""],""sentenceIndex"":1},""field"":""Share""}],""ops2"":[{""op"":""filter"",""id"":""n3"",""meta"":{""nodeId"":""n3"",""inputs"":[],""sentenceIndex"":2},""field"":""Group"",""operator"":""=="",""value"":""Providers""},{""op"":""sum"",""id"":""n4"",""meta"":{""nodeId"":""n4"",""inputs"":[""n3""],""sentenceIndex"":2},""field"":""Share""}],""ops3"":[{""op"":""diff"",""id"":""n5"",""meta"":{""nodeId"":""n5"",""inputs"":[""n2"",""n4""],""sentenceIndex"":3},""targetA"":""ref:n2"",""targetB"":""ref:n4"",""signed"":true}]}",,2026-05-22T14:54:50Z
9u3xwiltv2hlcqq1,multipleLine,pending,Strong leader= preference for current leadership in respondents. What is a general rlationship between the preference for strong leadership and democratic government between 2007 and 2012. Can this generalize to other periods?,"Compare the two preferences from 2007 to 2012 by tracking how one changes when the other changes. 
Increase in democratic-government preference from 55 in 2007 to 61 in 2011 and 68 in 2012 coincides with a decrease in strong-leader preference from 34 in 2007 to 30 in 2011 and 26 in 2012, indicating an inverse relationship. 
Check whether the same opposite-direction movement appears in other periods by comparing 2002 to 2005 and 2012 to 2015. 
Rise in democratic-government preference from 57 in 2002 to 65 in 2005 occurs alongside a drop in strong-leader preference from 37 to 31, and a fall in democratic-government preference from 68 in 2012 to 56 in 2015 occurs alongside a rise in strong-leader preference from 26 to 36. 
Conclude that the general relationship is that stronger support for democratic government tends to align with weaker support for a strong leader, and this pattern can be generalized to the other periods shown in the chart.","{""ops"":[{""op"":""filter"",""id"":""n1"",""meta"":{""nodeId"":""n1"",""inputs"":[],""sentenceIndex"":1},""field"":""Year"",""include"":[""2007"",""2008"",""2009"",""2010"",""2011"",""2012""]}],""ops2"":[{""op"":""filter"",""id"":""n2"",""meta"":{""nodeId"":""n2"",""inputs"":[""n1""],""sentenceIndex"":2},""field"":""Preference"",""operator"":""=="",""value"":""Democratic government""},{""op"":""lagDiff"",""id"":""n3"",""meta"":{""nodeId"":""n3"",""inputs"":[""n2""],""sentenceIndex"":2},""orderField"":""Year"",""order"":""asc""}],""ops3"":[{""op"":""filter"",""id"":""n4"",""meta"":{""nodeId"":""n4"",""inputs"":[""n1""],""sentenceIndex"":3},""field"":""Preference"",""operator"":""=="",""value"":""Strong leader""},{""op"":""lagDiff"",""id"":""n5"",""meta"":{""nodeId"":""n5"",""inputs"":[""n4""],""sentenceIndex"":3},""orderField"":""Year"",""order"":""asc""}],""ops4"":[{""op"":""pairDiff"",""id"":""n6"",""meta"":{""nodeId"":""n6"",""inputs"":[""n3"",""n5""],""sentenceIndex"":4},""groupA"":""Democratic government"",""groupB"":""Strong leader"",""field"":""Percentage"",""signed"":true}]}",,2026-05-22T14:55:45Z
1hv85ef35tbvldiq,simpleBar,pending,How many years was revenue less than 2 billion us dollars?,"Count the years whose revenue falls below 2 billion US dollars by checking each value against the 2.0 threshold. 
Identify 2010 at 1.94, 2019 at 1.9, and 2020 at 1.8 as the only revenues under 2.0, while all other years are 2.16 or higher. 
Conclude that there are 3 years with revenue less than 2 billion US dollars.","{""ops"":[{""op"":""filter"",""id"":""n1"",""meta"":{""nodeId"":""n1"",""inputs"":[],""sentenceIndex"":1},""field"":""Revenue in billion US dollars"",""operator"":""<"",""value"":2}],""ops2"":[{""op"":""count"",""id"":""n2"",""meta"":{""nodeId"":""n2"",""inputs"":[""n1""],""sentenceIndex"":2}}]}",,2026-05-22T15:47:59Z
au22oa0vjosoagxu,multipleLine,pending,What time period was there a decrease in life expectancy for males?,"Compare consecutive male life expectancy values year to year to find where the later year is lower than the earlier year. 
Track the sequence from 70.72 in 2008 down through 69.51 in 2009, 68.11 in 2010, 66.7 in 2011, 65.45 in 2012, 64.53 in 2013, 64.03 in 2014, and 64.02 in 2015, which shows a continuous decline across those years. 
Check the remaining transitions and note that 2015 to 2016 rises from 64.02 to 64.51 and continues rising afterward, so no further decreases occur. 
Therefore, the decrease period for males is from 2008 to 2015.","{""ops"":[{""op"":""filter"",""id"":""n1"",""meta"":{""nodeId"":""n1"",""inputs"":[],""sentenceIndex"":1},""field"":""Gender"",""operator"":""=="",""value"":""Male""}],""ops2"":[{""op"":""monotonicRun"",""id"":""n2"",""meta"":{""nodeId"":""n2"",""inputs"":[""n1""],""sentenceIndex"":2},""direction"":""decreasing"",""mode"":""longest"",""orderField"":""Year""}]}",,2026-05-22T16:04:29Z
