"#","chart_type","chart_id","all_id","question","explanation","operation_spec","status","author_note","updated_at"
"1","line_simple","2jromeq5u9lloh1s","line_simple_2jromeq5u9lloh1s","Which years has the biggest jump?","1. Get the difference between every year
2. Get the extremum ","{""ops"":[{""op"":""lagDiff"",""id"":""n1"",""meta"":{""nodeId"":""n1"",""inputs"":[],""sentenceIndex"":1},""field"":""Audience_Millions""}],""ops2"":[{""op"":""findExtremum"",""id"":""n2"",""meta"":{""nodeId"":""n2"",""inputs"":[""n1""],""sentenceIndex"":2},""which"":""max""}]}","pending","",""
"211","bar_stacked","c3mncg8r4g6bjoon","bar_stacked_c3mncg8r4g6bjoon","Is Germany has higher share of respondents in Gasoline or diesel compared to the average of rest of the countries?","1. Calculate the average of the share of respondents in Gasoline or diesel of other countries.
2. Compare the average value acquired from the previous step and the value of Germany in Gasoline and diesel.","{""ops"":[{""op"":""retrieveValue"",""id"":""n1"",""meta"":{""nodeId"":""n1"",""inputs"":[],""sentenceIndex"":1},""target"":""Germany"",""field"":""Share of respondents"",""group"":""Gasoline or diesel (ICE)""}],""ops2"":[{""op"":""filter"",""id"":""n2"",""meta"":{""nodeId"":""n2"",""inputs"":[],""sentenceIndex"":2},""field"":""Country"",""operator"":""!="",""value"":""Germany"",""group"":""Gasoline or diesel (ICE)""},{""op"":""average"",""id"":""n3"",""meta"":{""nodeId"":""n3"",""inputs"":[""n2""],""sentenceIndex"":2},""field"":""Share of respondents""}],""ops3"":[{""op"":""compareBool"",""id"":""n4"",""meta"":{""nodeId"":""n4"",""inputs"":[""n1"",""n3""],""sentenceIndex"":3},""operator"":"">"",""targetA"":""ref:n1"",""targetB"":""ref:n3""}]}","pending","",""
"212","bar_stacked","c1dkepdvg39l54su","bar_stacked_c1dkepdvg39l54su","Do respondents from London has more preference to used car compared to the average of whole region?","1. Find the percentage of preference of used car from London
2. Find the average percentage of preference of used car from whole region
3. Compare the two numbers and get the answer","{""ops"":[{""op"":""retrieveValue"",""id"":""n1"",""meta"":{""nodeId"":""n1"",""inputs"":[],""sentenceIndex"":1},""target"":""London"",""field"":""Share of respondents"",""group"":""Used car""}],""ops2"":[{""op"":""filter"",""id"":""n2"",""meta"":{""nodeId"":""n2"",""inputs"":[],""sentenceIndex"":2},""group"":""Used car""},{""op"":""average"",""id"":""n3"",""meta"":{""nodeId"":""n3"",""inputs"":[""n2""],""sentenceIndex"":2},""field"":""Share of respondents""}],""ops3"":[{""op"":""compareBool"",""id"":""n4"",""meta"":{""nodeId"":""n4"",""inputs"":[""n1"",""n3""],""sentenceIndex"":3},""operator"":"">"",""targetA"":""ref:n1"",""targetB"":""ref:n3""}]}","pending","",""
"213","bar_simple","1jgaguuh4rqlk7sq","bar_simple_1jgaguuh4rqlk7sq","What is the difference of the sum of sales between the first six years and the last six years?","1. Sum the numbers: first rage: 2008 to  2013, second range: 2014 to 2019
2. Subtract the two numbers and find the difference","{""ops"":[{""op"":""filter"",""id"":""n1"",""meta"":{""nodeId"":""n1"",""inputs"":[],""sentenceIndex"":1},""field"":""Year"",""operator"":""between"",""value"":[""2008"",""2013""]},{""op"":""sum"",""id"":""n2"",""meta"":{""nodeId"":""n2"",""inputs"":[""n1""],""sentenceIndex"":1},""field"":""Sales volume in tonnes""}],""ops2"":[{""op"":""filter"",""id"":""n3"",""meta"":{""nodeId"":""n3"",""inputs"":[],""sentenceIndex"":2},""field"":""Year"",""operator"":""between"",""value"":[""2014"",""2019""]},{""op"":""sum"",""id"":""n4"",""meta"":{""nodeId"":""n4"",""inputs"":[""n3""],""sentenceIndex"":2},""field"":""Sales volume in tonnes""}],""ops3"":[{""op"":""diff"",""id"":""n5"",""meta"":{""nodeId"":""n5"",""inputs"":[""n2"",""n4""],""sentenceIndex"":3},""targetA"":""ref:n2"",""targetB"":""ref:n4"",""signed"":false}]}","pending","diff(sum 2008-2013, sum 2014-2019) i.e. first six vs last six years.",""
"214","bar_grouped","2ecy6apyrdfpoqbo","bar_grouped_2ecy6apyrdfpoqbo","How many fiscal year exist where the beer is smaller than the sum of soft drink and hot dog?","1. For each year, calculate the sum of soft drink and hot dog.
2. For each year, compare the value between the beer and the sum value acquired in the previous step.
3. Count the number of years where the beer is smaller than the sum of soft drink and hot dog","","empty","GAP: count fiscal years where Beer < (Soft drink + Hot dog) -> per-year sum of two series compared against a third series per year, then count -> per-key conditional comparison across series; not expressible (pairDiff handles two series, not 'sum of two vs a third').",""
"215","line_simple","b4o9bh8f969q6kqa","line_simple_b4o9bh8f969q6kqa","What is the number of years where the value is lower than the average?","1. Calculate the average of the index score.
2. Count the number of years where the index score is lower than the average","{""ops"":[{""op"":""average"",""id"":""n1"",""meta"":{""nodeId"":""n1"",""inputs"":[],""sentenceIndex"":1},""field"":""Index score""}],""ops2"":[{""op"":""filter"",""id"":""n2"",""meta"":{""nodeId"":""n2"",""inputs"":[""n1""],""sentenceIndex"":2},""field"":""Index score"",""operator"":""<"",""value"":""ref:n1""},{""op"":""count"",""id"":""n3"",""meta"":{""nodeId"":""n3"",""inputs"":[""n2""],""sentenceIndex"":2}}]}","pending","",""
"216","line_multiple","ciqofa9lr4z5kz7d","line_multiple_ciqofa9lr4z5kz7d","What year shows the second lowest absolute difference between Revenue and Expenditure?","1. Calculate the difference between Revenue and Expenditure for each year
2. Find the year where the difference is second lowest.","{""ops"":[{""op"":""pairDiff"",""id"":""n1"",""meta"":{""nodeId"":""n1"",""inputs"":[],""sentenceIndex"":1},""by"":""Year"",""groupA"":""Revenue"",""groupB"":""Expenditure"",""seriesField"":""Type"",""field"":""Revenue and expending in million Canadian dollars"",""absolute"":true}],""ops2"":[{""op"":""findExtremum"",""id"":""n2"",""meta"":{""nodeId"":""n2"",""inputs"":[""n1""],""sentenceIndex"":2},""which"":""min"",""rank"":2,""field"":""Revenue and expending in million Canadian dollars""}]}","pending","2nd lowest |gap| = findExtremum(min, rank=2).",""
"217","line_simple","avwb8xstxx1lmfpk","line_simple_avwb8xstxx1lmfpk","What is the Year that has the biggest deviation from the total average?","1. Find the average CPI by the data.
2. Calculate standard deviation from each of the data
3. Find the Biggest standard deviation.","{""ops"":[{""op"":""average"",""id"":""n1"",""meta"":{""nodeId"":""n1"",""inputs"":[],""sentenceIndex"":1},""field"":""Consumer Price Index (100 = 1982-1984)""}],""ops2"":[{""op"":""diffByValue"",""id"":""n2"",""meta"":{""nodeId"":""n2"",""inputs"":[""n1""],""sentenceIndex"":2},""targetValue"":""ref:n1"",""signed"":false,""field"":""Consumer Price Index (100 = 1982-1984)""}],""ops3"":[{""op"":""findExtremum"",""id"":""n3"",""meta"":{""nodeId"":""n3"",""inputs"":[""n2""],""sentenceIndex"":3},""which"":""max""}]}","pending","Explanation says 'standard deviation' but means per-point deviation from the mean; mapped to diffByValue(|x-mean|) then max (true std-dev not in grammar).",""
"218","line_multiple","bkemtvekxtnuk8bf","line_multiple_bkemtvekxtnuk8bf","What is the year when the ""Favorable view of US"" data and ""Confidence in Obama"" is the second nearest?","1. Each year, find the difference between the percentage of ""Favorable view of US"" and ""Confidence in Obama""
2. Compare the number from step 1 and find the 2nd lowest number.","{""ops"":[{""op"":""pairDiff"",""id"":""n1"",""meta"":{""nodeId"":""n1"",""inputs"":[],""sentenceIndex"":1},""by"":""Year"",""groupA"":""Favorable view of US"",""groupB"":""Confidence in Obama"",""seriesField"":""Metric"",""field"":""Percentage"",""absolute"":true}],""ops2"":[{""op"":""findExtremum"",""id"":""n2"",""meta"":{""nodeId"":""n2"",""inputs"":[""n1""],""sentenceIndex"":2},""which"":""min"",""rank"":2,""field"":""Percentage""}]}","pending","",""
"219","bar_simple","1j86ensex8nyvdyk","bar_simple_1j86ensex8nyvdyk","What 3-year range shows the highest increase?","1. Find all of the 3-year increasing rate(delta)
2. Compare all of the ranges and find the 3-year range showing the highest increase.","{""ops"":[{""op"":""rollingWindow"",""id"":""n1"",""meta"":{""nodeId"":""n1"",""inputs"":[],""sentenceIndex"":1},""window"":3,""aggregate"":""sum"",""field"":""Number of arrivals in millions"",""orderField"":""Year""}],""ops2"":[{""op"":""findExtremum"",""id"":""n2"",""meta"":{""nodeId"":""n2"",""inputs"":[""n1""],""sentenceIndex"":2},""which"":""max""}]}","pending","'3-year range with highest increase' approximated by the 3-year window with the max summed total (rollingWindow window=3) then max. (Grammar has no 3-span delta; rolling-sum window is the closest range measure.)",""
"220","bar_grouped","273wm22z47ptlhzz","bar_grouped_273wm22z47ptlhzz","With today and previous week, do male respondents used the application than female respondents?","1. Sum the percentage of the data ""Today"" and ""Within the previous week"" 
2. Compare the number from step 1 between two genders","{""ops"":[{""op"":""filter"",""id"":""n1"",""meta"":{""nodeId"":""n1"",""inputs"":[],""sentenceIndex"":1},""field"":""Gender"",""include"":[""Male""]},{""op"":""filter"",""id"":""n2"",""meta"":{""nodeId"":""n2"",""inputs"":[""n1""],""sentenceIndex"":1},""field"":""Usage_Period"",""operator"":""=="",""value"":""Today""},{""op"":""filter"",""id"":""n3"",""meta"":{""nodeId"":""n3"",""inputs"":[],""sentenceIndex"":1},""field"":""Gender"",""include"":[""Male""]},{""op"":""filter"",""id"":""n4"",""meta"":{""nodeId"":""n4"",""inputs"":[""n3""],""sentenceIndex"":1},""field"":""Usage_Period"",""operator"":""=="",""value"":""Within the previous week""},{""op"":""add"",""id"":""n5"",""meta"":{""nodeId"":""n5"",""inputs"":[""n2"",""n4""],""sentenceIndex"":1},""targetA"":""ref:n2"",""targetB"":""ref:n4""}],""ops2"":[{""op"":""filter"",""id"":""n6"",""meta"":{""nodeId"":""n6"",""inputs"":[],""sentenceIndex"":2},""field"":""Gender"",""include"":[""Female""]},{""op"":""filter"",""id"":""n7"",""meta"":{""nodeId"":""n7"",""inputs"":[""n6""],""sentenceIndex"":2},""field"":""Usage_Period"",""operator"":""=="",""value"":""Today""},{""op"":""filter"",""id"":""n8"",""meta"":{""nodeId"":""n8"",""inputs"":[],""sentenceIndex"":2},""field"":""Gender"",""include"":[""Female""]},{""op"":""filter"",""id"":""n9"",""meta"":{""nodeId"":""n9"",""inputs"":[""n8""],""sentenceIndex"":2},""field"":""Usage_Period"",""operator"":""=="",""value"":""Within the previous week""},{""op"":""add"",""id"":""n10"",""meta"":{""nodeId"":""n10"",""inputs"":[""n7"",""n9""],""sentenceIndex"":2},""targetA"":""ref:n7"",""targetB"":""ref:n9""}],""ops3"":[{""op"":""compareBool"",""id"":""n11"",""meta"":{""nodeId"":""n11"",""inputs"":[""n5"",""n10""],""sentenceIndex"":3},""operator"":"">"",""targetA"":""ref:n5"",""targetB"":""ref:n10""}]}","pending","Male (Today + Within the previous week) vs Female (Today + Within the previous week), compareBool >. This chart's grouped layout has primary_dimension==series_field==Usage_Period, so a (Gender, Usage_Period) cell is selected by chaining filter(Gender) -> filter(Usage_Period) rather than retrieveValue+group. Step1=Male sum, step2=Female sum, step3=compare. Verified non-empty via real executor (male=0.78 > female=0.673 -> true).",""
"221","bar_simple","1gdzafocxmz7rswi","bar_simple_1gdzafocxmz7rswi","How many years have the lower traffic in petabytes than the difference of two biggest traffics in petabytes.","1. Find two biggest traffics in year.
2. Get the difference of those values.
3. Count the years which have a lower traffic than the difference.","{""ops"":[{""op"":""findExtremum"",""id"":""n1"",""meta"":{""nodeId"":""n1"",""inputs"":[],""sentenceIndex"":1},""which"":""max"",""rank"":1,""field"":""Traffic in petabytes per month""},{""op"":""findExtremum"",""id"":""n2"",""meta"":{""nodeId"":""n2"",""inputs"":[],""sentenceIndex"":1},""which"":""max"",""rank"":2,""field"":""Traffic in petabytes per month""},{""op"":""diff"",""id"":""n3"",""meta"":{""nodeId"":""n3"",""inputs"":[""n1"",""n2""],""sentenceIndex"":2},""targetA"":""ref:n1"",""targetB"":""ref:n2"",""signed"":false}],""ops3"":[{""op"":""filter"",""id"":""n4"",""meta"":{""nodeId"":""n4"",""inputs"":[""n3""],""sentenceIndex"":3},""field"":""Traffic in petabytes per month"",""operator"":""<"",""value"":""ref:n3""},{""op"":""count"",""id"":""n5"",""meta"":{""nodeId"":""n5"",""inputs"":[""n4""],""sentenceIndex"":3}}]}","pending","count years with traffic < (1st-largest minus 2nd-largest): findExtremum max rank1,rank2 -> diff -> filter(<,ref) -> count.",""
"222","line_simple","9r7co7yl1osn3zg4","line_simple_9r7co7yl1osn3zg4","How many years have a bigger export value than the average of them?","1. Calculate the average of export values.
2. Find the years which have a bigger export value than the average.
3. Count the years found.","{""ops"":[{""op"":""average"",""id"":""n1"",""meta"":{""nodeId"":""n1"",""inputs"":[],""sentenceIndex"":1},""field"":""Export value in billions""}],""ops2"":[{""op"":""filter"",""id"":""n2"",""meta"":{""nodeId"":""n2"",""inputs"":[""n1""],""sentenceIndex"":2},""field"":""Export value in billions"",""operator"":"">"",""value"":""ref:n1""}],""ops3"":[{""op"":""count"",""id"":""n3"",""meta"":{""nodeId"":""n3"",""inputs"":[""n2""],""sentenceIndex"":3}}]}","pending","",""
"223","line_simple","a6gnu78mgn3xmqhu","line_simple_a6gnu78mgn3xmqhu","How many years have a lower index score than the average score across the years?","1. Find the average index score across years.
2. Count the years which have a lower index score than the average.","{""ops"":[{""op"":""average"",""id"":""n1"",""meta"":{""nodeId"":""n1"",""inputs"":[],""sentenceIndex"":1},""field"":""Index score""}],""ops2"":[{""op"":""filter"",""id"":""n2"",""meta"":{""nodeId"":""n2"",""inputs"":[""n1""],""sentenceIndex"":2},""field"":""Index score"",""operator"":""<"",""value"":""ref:n1""},{""op"":""count"",""id"":""n3"",""meta"":{""nodeId"":""n3"",""inputs"":[""n2""],""sentenceIndex"":2}}]}","pending","",""
"224","bar_stacked","87b7sitfbe4ttuns","bar_stacked_87b7sitfbe4ttuns","How many restaurant types have smaller difference between currently-active and currently-inactive share of respondents than 1.0?","1. Get the summation of currently-active(very active, somewhat active) share of respondents and currently-inactive(not active, plan to be more active in 2015) share of respondents for every restaurant type.
2. Calculate the difference between those two values.
3. Count the restaurant types which has smaller difference than 1.0.","","empty","GAP: per-restaurant-type sum of two 'active' series and two 'inactive' series, their per-key difference, then count keys with |diff|<1.0; per-key aggregate across series then count; not expressible (sums collapse across keys).",""
"225","bar_grouped","2203wq7kgv5ha9fi","bar_grouped_2203wq7kgv5ha9fi","Which age group has the highest difference in share between housing status within the groups which have a higher portion on housing status with buying with mortage?","1. List age groups which have a higher portion on housing status with buying with mortage.
2. Calculate the difference in share between housing status for those age groups.
3. Find the age group which has the highest difference.","{""ops"":[{""op"":""pairDiff"",""id"":""n1"",""meta"":{""nodeId"":""n1"",""inputs"":[],""sentenceIndex"":1},""by"":""Age_Group"",""groupA"":""Buying with mortgage"",""groupB"":""Own outright"",""seriesField"":""Housing_Status"",""field"":""Share_of_Respondents"",""signed"":true}],""ops2"":[{""op"":""filter"",""id"":""n2"",""meta"":{""nodeId"":""n2"",""inputs"":[""n1""],""sentenceIndex"":2},""operator"":"">"",""value"":0}],""ops3"":[{""op"":""findExtremum"",""id"":""n3"",""meta"":{""nodeId"":""n3"",""inputs"":[""n2""],""sentenceIndex"":3},""which"":""max"",""field"":""Share_of_Respondents""}]}","pending","Among age groups where Buying-with-mortgage > Own-outright (signed pairDiff>0), find the largest such diff -> pairDiff(by=Age_Group) + filter(>0) + findExtremum max.",""
"226","bar_grouped","20lb7iojghs85r21","bar_grouped_20lb7iojghs85r21","Which year has the biggest difference in percentage of respondents between two percentages which is smaller than the other percentage for every year?","1. Find the two smallest percentages of respondents for every year.
2. Calculate the difference for every year.
3. Find the year which has the biggest difference.","","empty","GAP: per-year pick the two smallest of the three grades, diff them, then select the year with the biggest such diff -> per-key bottom-2 selection then diff then argmax over keys; no group-by-aggregate / per-key rank op in the 18-op grammar.",""
"227","bar_grouped","1xj7x49epprmpod7","bar_grouped_1xj7x49epprmpod7","What is the sum of the difference of number of companies from between domestic market and total market which has a bigger difference than the average difference.","1. Get the difference of number of companies for every year.
2. Calculate the average of the difference.
3. Find the difference values which are bigger than the average.
4. Sum the filtered difference values.","{""ops"":[{""op"":""pairDiff"",""id"":""n1"",""meta"":{""nodeId"":""n1"",""inputs"":[],""sentenceIndex"":1},""by"":""Year"",""groupA"":""Total market"",""groupB"":""Domestic market"",""seriesField"":""Market Type"",""field"":""Number of companies"",""signed"":true}],""ops2"":[{""op"":""average"",""id"":""n2"",""meta"":{""nodeId"":""n2"",""inputs"":[""n1""],""sentenceIndex"":2},""field"":""Number of companies""}],""ops3"":[{""op"":""filter"",""id"":""n3"",""meta"":{""nodeId"":""n3"",""inputs"":[""n1"",""n2""],""sentenceIndex"":3},""field"":""Number of companies"",""operator"":"">"",""value"":""ref:n2""}],""ops4"":[{""op"":""sum"",""id"":""n4"",""meta"":{""nodeId"":""n4"",""inputs"":[""n3""],""sentenceIndex"":4},""field"":""Number of companies""}]}","pending","Per-year (Total - Domestic) diff, average those diffs, keep diffs above the average, sum them. pairDiff(by=Year) + average + filter(>ref:n2) + sum.",""
"228","line_multiple","7iy5s09teyeaybzy","line_multiple_7iy5s09teyeaybzy","Which year has the closest value with the average value in sum of life expectancy for both genders?","1. Calculate the sum of life expectancy for female and male for every year.
2. Get the average of the sum.
3. Calculate the difference with the average for every year.
4. Find the year which has the smallest difference.","","empty","GAP: needs the per-year SUM of female+male life expectancy, the average of those sums, then the year closest to it. No op forms a per-row cross-series sum to aggregate over.",""
"229","line_multiple","9sdl1j9l1fbhwq09","line_multiple_9sdl1j9l1fbhwq09","How many years have higher life expectancy than its average for both genders?","1. Calculate the average of life expectancy for both genders.
2. Count the years where life expectancy is higher than the average for both genders.","{""ops"":[{""op"":""average"",""id"":""n1"",""meta"":{""nodeId"":""n1"",""inputs"":[],""sentenceIndex"":1},""field"":""Life expectancy""}],""ops2"":[{""op"":""filter"",""id"":""n2"",""meta"":{""nodeId"":""n2"",""inputs"":[""n1""],""sentenceIndex"":2},""field"":""Life expectancy"",""operator"":"">"",""value"":""ref:n1""},{""op"":""count"",""id"":""n3"",""meta"":{""nodeId"":""n3"",""inputs"":[""n2""],""sentenceIndex"":2}}]}","pending","",""
"230","bar_simple","1g17ep9vho38jvcz","bar_simple_1g17ep9vho38jvcz","How many continents have a bigger share than the share difference between the continents which have the biggest share and the lowest share?","1. Sort continents by share.
2. Find continents with the biggest share and the lowest share.
3. Calculate the difference between the shares.
4. Find the continents which have a bigger share than the difference.","{""ops"":[{""op"":""range"",""id"":""n1"",""meta"":{""nodeId"":""n1"",""inputs"":[],""sentenceIndex"":1},""field"":""Share of mobile app developers""}],""ops2"":[{""op"":""filter"",""id"":""n2"",""meta"":{""nodeId"":""n2"",""inputs"":[""n1""],""sentenceIndex"":2},""field"":""Share of mobile app developers"",""operator"":"">"",""value"":""ref:n1""},{""op"":""count"",""id"":""n3"",""meta"":{""nodeId"":""n3"",""inputs"":[""n2""],""sentenceIndex"":2}}]}","pending","count continents whose share > (max-min share). range -> filter(>,ref) -> count.",""
"231","line_multiple","83hx57gqlkd9sldn","line_multiple_83hx57gqlkd9sldn","Which year has the 3rd biggest difference between the percentage of bad and good opinion for the years which have more bad opinions than the good ones.","1. Find the years which have more bad opinions than  good opinions.
2. Sort the years by the difference of the percentage of bad and good opinions.
3. Get the year with 3rd biggest difference.","{""ops"":[{""op"":""pairDiff"",""id"":""n1"",""meta"":{""nodeId"":""n1"",""inputs"":[],""sentenceIndex"":1},""by"":""Year"",""groupA"":""Bad"",""groupB"":""Good"",""seriesField"":""Opinion"",""field"":""Percentage"",""signed"":true}],""ops2"":[{""op"":""filter"",""id"":""n2"",""meta"":{""nodeId"":""n2"",""inputs"":[""n1""],""sentenceIndex"":2},""operator"":"">"",""value"":0}],""ops3"":[{""op"":""findExtremum"",""id"":""n3"",""meta"":{""nodeId"":""n3"",""inputs"":[""n2""],""sentenceIndex"":3},""which"":""max"",""rank"":3,""field"":""Percentage""}]}","pending","years with more bad than good = signed(Bad-Good)>0; 3rd biggest gap among them = max rank 3.",""
"232","bar_grouped","21klhgimadx4zsi9","bar_grouped_21klhgimadx4zsi9","Which year has the most revenue across all sectors?","1. Get the summation of revenue for all sectors for years.
2. Find the year which has the biggest sum.","","empty","GAP: year with the most revenue across all sectors -> per-year sum over Sector series then argmax over years; group-by-aggregate-then-extremum, not expressible in the 18-op grammar. (No Total sector.)",""
"233","bar_stacked","77xb5ug5lhfmkb74","bar_stacked_77xb5ug5lhfmkb74","What is the sum of number of employees from Europe region before 2015?","1. Filter out the data after 2015.
2. Get the number of employees from Europe region.
3. Sum the count of the numbers.","{""ops"":[{""op"":""filter"",""id"":""n1"",""meta"":{""nodeId"":""n1"",""inputs"":[],""sentenceIndex"":1},""field"":""Year"",""operator"":""<"",""value"":""2015"",""group"":[""Germany"",""Great Britain"",""Spain"",""Rest of Europe""]}],""ops2"":[{""op"":""sum"",""id"":""n2"",""meta"":{""nodeId"":""n2"",""inputs"":[""n1""],""sentenceIndex"":2},""field"":""Number_of_Employees""}]}","pending","Europe = {Germany, Great Britain, Spain, Rest of Europe}; sum those series for years < 2015.",""
"234","bar_stacked","a7byilpdrc3cbjr4","bar_stacked_a7byilpdrc3cbjr4","How many countries have the highest percentage of opinions to keep the same and its following higher opinion is to decrease?","1. Filter countries which have the highest percentage of opinion to keep the same.
2. Filter countries which have the 2nd higher percentage of opinion to decrease for the above countries.
3. Count the filtered countries.","","empty","GAP: per-country argmax/2nd-argmax across the three opinion series (Keep the same = rank1, Decrease = rank2), then count such countries; per-key ranking-across-series condition not expressible (pairDiff>0 would only check Keep>Decrease, not the full ordering).",""
"235","line_multiple","7mw5410egrxfi2oy","line_multiple_7mw5410egrxfi2oy","What is the average of difference in values except for two years which have the biggest opinion value for favorable and unfavorable, respectively?","1. Filter out two years which have the biggest opinion value for favorable opinion and unfavorable one.
2. Calculate the differences in values of two opinion for those years.
3. Get the average of the differences.","","empty","GAP: drop the two years that are the per-series maxima (argmax Favorable year and argmax Unfavorable year), then average the remaining gaps. filter/exclude take literal x labels; the years to exclude are computed argmaxima that cannot be fed back into exclude.",""
"236","bar_simple","1hlsoeyqlr1r1n41","bar_simple_1hlsoeyqlr1r1n41","How many regions have the smaller revenue than the average of revenue across regions except for the one with the highest revenue?","1. Filter out the region which has the highest revenue.
2. Calculate the average of the revenue for those regions.
3. Count the regions which have a smaller revenue than the average.","{""ops"":[{""op"":""findExtremum"",""id"":""n1"",""meta"":{""nodeId"":""n1"",""inputs"":[],""sentenceIndex"":1},""which"":""max"",""field"":""Revenue in million US dollars""}],""ops2"":[{""op"":""filter"",""id"":""n2"",""meta"":{""nodeId"":""n2"",""inputs"":[""n1""],""sentenceIndex"":2},""field"":""Revenue in million US dollars"",""operator"":""<"",""value"":""ref:n1""},{""op"":""average"",""id"":""n3"",""meta"":{""nodeId"":""n3"",""inputs"":[""n2""],""sentenceIndex"":2},""field"":""Revenue in million US dollars""}],""ops3"":[{""op"":""filter"",""id"":""n4"",""meta"":{""nodeId"":""n4"",""inputs"":[""n2"",""n3""],""sentenceIndex"":3},""field"":""Revenue in million US dollars"",""operator"":""<"",""value"":""ref:n3""},{""op"":""count"",""id"":""n5"",""meta"":{""nodeId"":""n5"",""inputs"":[""n4""],""sentenceIndex"":3}}]}","pending","count regions with revenue < average-of-revenue-excluding-the-highest. findExtremum max -> filter(<max) drops the top region -> average of the rest -> filter(< that avg) within the rest -> count. (Assumes a unique max.)",""
"237","bar_stacked","90tonvacpe7zniv9","bar_stacked_90tonvacpe7zniv9","Which perception has the biggest share across the royal figures whose gender is female?","1. Find royal figures whose gender is female.
2. Get the perceptions with the biggest share for those figures.
3. Find the most-counted perception with the biggest share.","","empty","GAP: requires a gender attribute (not a column in this chart) to subset figures, then a per-series argmax across that subset; neither the gender filter nor per-key argmax-over-series is expressible.",""
"238","line_simple","ae2xp7bacbbs0kmx","line_simple_ae2xp7bacbbs0kmx","How many months have a lower index than the average of index across the years?","1. Calculate the average of index across the years.
2. Count the months which have a lower index than the average.","{""ops"":[{""op"":""average"",""id"":""n1"",""meta"":{""nodeId"":""n1"",""inputs"":[],""sentenceIndex"":1},""field"":""Index""}],""ops2"":[{""op"":""filter"",""id"":""n2"",""meta"":{""nodeId"":""n2"",""inputs"":[""n1""],""sentenceIndex"":2},""field"":""Index"",""operator"":""<"",""value"":""ref:n1""},{""op"":""count"",""id"":""n3"",""meta"":{""nodeId"":""n3"",""inputs"":[""n2""],""sentenceIndex"":2}}]}","pending","",""
"239","bar_simple","1g95in84ywix6pcf","bar_simple_1g95in84ywix6pcf","Which creator has the 2nd biggest number of subscribers within creators starting with alphabet ""a""?","1. Find creators starting with alphabet ""a"".
2. Sort the creators by the number of subscribers.
3. Get the creator which has 2nd biggest number of subscribers.","{""ops"":[{""op"":""filter"",""id"":""n1"",""meta"":{""nodeId"":""n1"",""inputs"":[],""sentenceIndex"":1},""field"":""Creator"",""include"":[""Amixem"",""Andy""]}],""ops2"":[{""op"":""sort"",""id"":""n2"",""meta"":{""nodeId"":""n2"",""inputs"":[""n1""],""sentenceIndex"":2},""field"":""Number of subscribers in thousands"",""order"":""desc""}],""ops3"":[{""op"":""nth"",""id"":""n3"",""meta"":{""nodeId"":""n3"",""inputs"":[""n2""],""sentenceIndex"":3},""n"":2}]}","pending","2nd biggest among creators starting with 'a' (Amixem, Andy). include-filter the two a-creators -> sort(desc) -> nth(2). (Only Amixem/Andy start with 'a' in x_vals.)",""
"240","line_simple","9r3kyy2jo2o66msh","line_simple_9r3kyy2jo2o66msh","Which month has the biggest increasing rate in number of femicides comparing with the previous month except for april?","1. Calculate the difference between the number of femicides of a specific month and its previous count.
2. Get the month which has the biggest difference for positive values.","{""ops"":[{""op"":""lagDiff"",""id"":""n1"",""meta"":{""nodeId"":""n1"",""inputs"":[],""sentenceIndex"":1},""field"":""Number of femicides""}],""ops2"":[{""op"":""filter"",""id"":""n2"",""meta"":{""nodeId"":""n2"",""inputs"":[""n1""],""sentenceIndex"":2},""exclude"":[""April""]},{""op"":""findExtremum"",""id"":""n3"",""meta"":{""nodeId"":""n3"",""inputs"":[""n2""],""sentenceIndex"":2},""which"":""max""}]}","pending","biggest positive month-over-month increase, excluding April. (Month order is lexical in the executor.)",""
"241","bar_stacked","ckptmodbya2m1mih","bar_stacked_ckptmodbya2m1mih","In which year was the difference between the number of 2G and 3G subscription the smallest?","For each year, calculate the difference between the subscription number of 2G and 3G.
Identify the year with the minimum difference.","{""ops"":[{""op"":""pairDiff"",""id"":""n1"",""meta"":{""nodeId"":""n1"",""inputs"":[],""sentenceIndex"":1},""by"":""Year"",""groupA"":""2G"",""groupB"":""3G"",""seriesField"":""Type"",""field"":""Subscriptions in millions"",""absolute"":true}],""ops2"":[{""op"":""findExtremum"",""id"":""n2"",""meta"":{""nodeId"":""n2"",""inputs"":[""n1""],""sentenceIndex"":2},""which"":""min"",""field"":""Subscriptions in millions""}]}","pending","#241 smallest |2G - 3G| per year -> pairDiff(by=Year) then findExtremum min.",""
"242","line_multiple","rx7zzpt8c0ue86y3","line_multiple_rx7zzpt8c0ue86y3","For the years when the unfavorable ratting of China among Americans exceeded 50%, what was the average favorable ratio?","Filter the years in which unfavorable rating of US views toward China is bigger than 50.
Calculate the average favorable ratio across those years.","","empty","#242 GAP: average of the Favorable series over ONLY the years where the Unfavorable series > 50 — selecting x-keys by one series' threshold and aggregating another series over those keys (cross-series conditional subset) is not expressible.",""
