Unnamed__0,population,country,year
5558,71233.0,dominica,1986
6456,,eurasia (shift),1911
1793,8736491.0,austria,2016
3792,440223.0,cape verde,1998
19923,27450.0,turks and caicos islands,2008
2329,8401573.0,belgium,1943
13175,14441930.0,netherlands,1984
3273,8895235.0,burkina faso,1989
11648,358450.0,malta,1988
10228,9964659.0,jordan,2016
10356,128883.0,kiribati,2021
7193,4881748.0,finland,1984
12582,10242171.0,morocco,1955
11342,7268563.0,madagascar,1973
20475,44723743.0,united kingdom,1910
6166,1398940.0,equatorial guinea,2016
14452,66078.0,northern mariana islands,2006
17142,6085.0,saint pierre and miquelon,2008
135,30466484.0,afghanistan,2012
9506,59985752.0,iran,1994
2861,21433310.0,brazil,1908
634,8476669.0,algeria,1946
5020,10235476.0,cuba,1986
9822,912743.0,israel,1941
18380,38847320.0,spain,1989
15017,,opec (eia),1982
3932,4773306.0,central african republic,2012
20092,176000000.0,ussr,1931
20671,230389968.0,united states,1983
20234,25767239.0,ukraine,1910
13219,,netherlands antilles,1985
5321,13939102.0,democratic republic of congo,1956
13107,6450239.0,netherlands,1916
21045,166569.0,vanuatu,1994
6083,105618672.0,egypt,2019
5002,8550289.0,cuba,1968
10197,2751501.0,jordan,1985
3494,7975606.0,cambodia,1987
3177,6321757.0,bulgaria,1936
16209,6644021.0,philippines,1900
12302,,middle east (shift),2006
20396,96153.0,united arab emirates,1954
20117,199100000.0,ussr,1956
1359,,asia pacific (ei),1987
2135,174184.0,barbados,1909
1036,26290258.0,argentina,1976
21669,30034386.0,yemen,2017
268,,africa (ei),1965
8833,6441245.0,hong kong,1997
5577,68686.0,dominica,2005
21211,18805253.0,vietnam,1915
11540,27092604.0,malaysia,2007
20242,27751657.0,ukraine,1918
6486,,eurasia (shift),1941
18091,14139969.0,south korea,1934
20100,192400000.0,ussr,1939
17644,4641292.0,slovakia,1973
9958,47833768.0,italy,1954
11590,416746.0,maldives,2014
13814,,non-oecd (eia),1986
10627,2011040.0,latvia,2014
15705,38816780.0,pakistan,1952
7199,4986551.0,finland,1990
9647,33864452.0,iraq,2012
19243,21857182.0,tanzania,1984
14613,,oecd (ei),1987
9511,64474748.0,iran,1999
18049,413134461.0,south america,2015
12583,10531695.0,morocco,1956
10948,89853436.0,low-income countries,1925
18674,6300739.0,sweden,1937
12971,5161345.0,nepal,1902
2220,261720.0,barbados,1994
1780,8120105.0,austria,2003
6228,1322682.0,estonia,2012
3608,8243382.0,cameroon,1979
14564,4381511.0,norway,1996
19640,2575619.0,tunisia,1929
10914,2994928.0,lithuania,2014
21018,28614234.0,uzbekistan,2010
1487,,asia and oceania (shift),1992
19702,8622857.0,tunisia,1991
2718,3811093.0,bosnia and herzegovina,2010
16018,,persian gulf (shift),1949
8599,7205779.0,haiti,1992
13586,18832279.0,nigeria,1901
14113,,north america (ei),2005
21163,19750580.0,venezuela,1990
20325,46592552.0,ukraine,2006
9476,23948632.0,iran,1964
7534,467794.0,gabon,1949
18794,4111487.0,switzerland,1934
19128,23893396.0,taiwan,2022
3675,9209535.0,canada,1924
17490,10830000.0,serbia and montenegro,2002
10446,565473.0,kuwait,1966
2453,4054390.0,benin,1982
4527,51516560.0,colombia,2021
5076,731670.0,cyprus,1985
6956,391450227.0,european union (27),1973
5475,5126107.0,denmark,1988
15992,,persian gulf (shift),1923
1012,17693856.0,argentina,1952
17536,3367486.0,sierra leone,1980
4718,15135.0,cook islands,2004
5231,13560000.0,czechoslovakia,1959
14783,,oecd (shift),1969
11875,44180444.0,mexico,1966
4504,37944416.0,colombia,1998
11937,,"mexico, chile, and other oecd americas (eia)",1985
11479,5547780.0,malaysia,1946
16449,38532816.0,poland,2017
14858,,oecd - asia and oceania (eia),2007
15376,42540030.0,oceania,2018
4403,1424929792.0,china,2020
13998,206206492.0,north america,1948
21299,81475816.0,vietnam,2003
12732,11901834.0,mozambique,1982
10162,124779576.0,japan,1993
12454,2702527.0,mongolia,2010
18864,7381153.0,switzerland,2004
16024,,persian gulf (shift),1955
16227,8988378.0,philippines,1918
11935,,"mexico, chile, and other oecd americas (eia)",1983
13068,24143162.0,nepal,1999
5943,13070617.0,ecuador,2002
3083,107701.0,brunei,1965
20884,1067110863.0,upper-middle-income countries,1957
18949,5542003.0,syria,1966
5523,611239.0,djibouti,1993
15102,,opec (shift),1945
7925,32833036.0,ghana,2021
5561,69996.0,dominica,1989
19134,6117066.0,tajikistan,1997
5472,5119453.0,denmark,1985
9472,21388810.0,iran,1960
4447,9500171.0,colombia,1941
21576,3475448064.0,world,1967
10229,10215384.0,jordan,2017
13529,4172506.0,niger,1966
9213,359345897.0,india,1947
631,8105839.0,algeria,1943
11409,10732462.0,malawi,1998
15844,3169080.0,papua new guinea,1981
6293,299814.0,eswatini,1954
7430,288037.0,french polynesia,2013
14474,2330932.0,norway,1906
12964,11708.0,nauru,2017
10384,101311.0,kuwait,1904
15360,32230343.0,oceania,2002
14206,,north america (shift),1952
3131,411704.0,brunei,2013
2574,767467.0,bhutan,2019
4710,17823.0,cook islands,1996
4735,17028.0,cook islands,2021
14082,,north america (ei),1974
12461,3096033.0,mongolia,2017
16974,9781999.0,rwanda,2008
8242,113260.0,grenada,2009
9509,62480528.0,iran,1997
19044,5521193.0,taiwan,1938
9558,3611180.0,iraq,1923
21572,3195779328.0,world,1963
7207,5153548.0,finland,1998
6182,2653393.0,eritrea,2003
20063,,ussr,1902
20580,65224368.0,united kingdom,2015
12231,,middle east (shift),1935
17729,250262.0,solomon islands,1982
5851,1679429.0,ecuador,1910
10708,2022752.0,lesotho,2010
16439,38521868.0,poland,2007
19147,7621785.0,tajikistan,2010
20057,,u.s. territories (eia),2016
4692,5835814.0,congo,2021
1095,3065748.0,armenia,2004
8888,8542835.0,hungary,1929
22005,14452705.0,zimbabwe,2016
712,34080.0,american samoa,1981
12169,,middle east (eia),2017
10932,80785770.0,low-income countries,1909
11758,3742965.0,mauritania,2013
15929,,persian gulf (eia),1982
9697,2906263.0,ireland,1939
524,1600986.0,albania,1958
2422,194192.0,belize,1993
16120,5846988.0,peru,1934
21737,18500000.0,yugoslavia,1962
12921,2323351.0,namibia,2016
10906,3322937.0,lithuania,2006
4847,5050117.0,cote d'ivoire,1968
4263,15859114.0,chile,2003
103,12486640.0,afghanistan,1980
19025,3594336.0,taiwan,1919
7707,65464186.0,germany,1926
19576,1244637.0,trinidad and tobago,1988
3860,,central & south america (eia),1982
8665,564542117.0,high-income countries,1929
16807,12673261.0,romania,1922
2031,29552084.0,bangladesh,1928
17961,70665913.0,south america,1927
18887,1853355.0,syria,1904
2033,30077163.0,bangladesh,1930
10753,4427319.0,liberia,2013
3109,269869.0,brunei,1991
4407,4112556.0,colombia,1901
18119,27234476.0,south korea,1962
18617,495678.0,suriname,2002
6682,747462669.0,europe,2020
13564,12031431.0,niger,2001
15145,,opec (shift),1988
21583,3995516928.0,world,1974
2727,3360718.0,bosnia and herzegovina,2019
1439,,asia and oceania (shift),1944
13732,1914.0,niue,2004
16538,9943827.0,portugal,1983
2219,261001.0,barbados,1993
17270,182154.0,sao tome and principe,2010
6667,729987229.0,europe,2005
6278,219455.0,eswatini,1939
10816,1197861.0,libya,1954
19506,386273.0,trinidad and tobago,1918
15085,,opec (shift),1928
3760,33593920.0,canada,2009
20778,,united states territories (shift),2010
7860,6077350.0,ghana,1956
11179,353675.0,luxembourg,1975
5713,,eu28 (shift),1977
9287,1407563904.0,india,2021
835,8947154.0,angola,1982
17769,5892226.0,somalia,1980
11682,533293.0,malta,2022
10884,6812344.0,libya,2022
4727,17940.0,cook islands,2013
11577,287330.0,maldives,2001
5083,810435.0,cyprus,1992
2720,3674376.0,bosnia and herzegovina,2012
21281,59811316.0,vietnam,1985
372,,africa (shift),1923
6316,542337.0,eswatini,1977
20219,40127096.0,uganda,2017
15667,20114130.0,pakistan,1914
12755,20211124.0,mozambique,2005
15200,,opec - africa (eia),2006
3510,12787714.0,cambodia,2003
8850,7352180.0,hong kong,2014
14465,49880.0,northern mariana islands,2019
13595,20655981.0,nigeria,1910
19540,682811.0,trinidad and tobago,1952
12968,12533.0,nauru,2021
9751,3545700.0,ireland,1993
21104,3636191.0,venezuela,1931
2207,254695.0,barbados,1981
19656,3339248.0,tunisia,1945
17661,5261310.0,slovakia,1990
7400,179056.0,french polynesia,1983
15706,39488232.0,pakistan,1953
3490,6881965.0,cambodia,1983
10651,3959642.0,lebanon,1995
5603,6980041.0,dominican republic,1989
11948,,"mexico, chile, and other oecd americas (eia)",1996
10946,89175478.0,low-income countries,1923
1481,,asia and oceania (shift),1986
1016,19031200.0,argentina,1956
12798,12674415.0,myanmar,1926
13360,2486311.0,new zealand,1962
82,8468220.0,afghanistan,1959
10163,125119264.0,japan,1994
6674,740063831.0,europe,2012
1815,8190341.0,azerbaijan,2000
9186,300639878.0,india,1920
16151,11781584.0,peru,1965
11288,2483766.0,madagascar,1919
12693,5226537.0,mozambique,1943
9078,,ieo oecd - europe (eia),1992
1100,2964300.0,armenia,2009
10632,1916552.0,latvia,2019
1569,9644190.0,australia,1957
6866,,europe (shift),2000
14767,,oecd (shift),1953
9420,10948492.0,iran,1908
14513,3131436.0,norway,1945
20531,54560504.0,united kingdom,1966
12766,27696500.0,mozambique,2016
11870,37439316.0,mexico,1961
17082,142315.0,saint lucia,1990
953,89958.0,antigua and barbuda,2015
1451,,asia and oceania (shift),1956
17591,2323256.0,singapore,1978
19059,8572129.0,taiwan,1953
11363,13436125.0,madagascar,1994
21827,3119431.0,zambia,1960
3338,1686942.0,burundi,1932
19325,17437347.0,thailand,1944
20051,,u.s. territories (eia),2010
1531,5171552.0,australia,1919
8446,13696609.0,guatemala,2007
2403,11384491.0,belgium,2017
18503,34419628.0,sudan,2011
19520,428997.0,trinidad and tobago,1932
9405,261850176.0,indonesia,2016
18888,1877878.0,syria,1905
21741,19220000.0,yugoslavia,1966
16910,145312016.0,russia,1987
1870,382073.0,bahamas,2012
9666,4339648.0,ireland,1908
13485,1690245.0,niger,1922
10615,2326150.0,latvia,2002
19515,410267.0,trinidad and tobago,1927
16551,10087653.0,portugal,1996
21444,,western africa (ei),2000
16702,312623.0,qatar,1982
13060,20130774.0,nepal,1991
10480,1934910.0,kuwait,2000
1272,,asia & oceania (eia),1980
1618,20467032.0,australia,2006
11438,2380595.0,malaysia,1905
16245,13180009.0,philippines,1936
10794,780251.0,libya,1932
7770,78916440.0,germany,1989
1526,4677743.0,australia,1914
14479,2420731.0,norway,1911
16351,23787804.0,poland,1919
18303,20127058.0,spain,1912
14467,49503.0,northern mariana islands,2021
2576,777500.0,bhutan,2021
5091,948238.0,cyprus,2000
8578,747424.0,guyana,2013
3427,12551215.0,burundi,2021
6153,789690.0,equatorial guinea,2003
5620,9284169.0,dominican republic,2006
17759,567771.0,solomon islands,2012
10267,18538100.0,kazakhstan,2018
3994,,central america (ei),2017
2881,32468862.0,brazil,1928
1636,,australia and new zealand (eia),1981
596,5358048.0,algeria,1908
13414,4668088.0,new zealand,2016
704,40339328.0,algeria,2016
3992,,central america (ei),2015
12624,27397118.0,morocco,1997
13055,17936924.0,nepal,1986
6619,588264858.0,europe,1957
21694,,yugoslavia,1919
5352,32712580.0,democratic republic of congo,1987
8234,107945.0,grenada,2001
6884,261057896.0,european union (27),1901
17447,7987530.0,serbia,1990
2542,514033.0,bhutan,1987
7422,271069.0,french polynesia,2005
10949,90247136.0,low-income countries,1926
12601,16902386.0,morocco,1974
20065,,ussr,1904
10400,114746.0,kuwait,1920
13298,809099.0,new zealand,1900
2825,1503551.0,botswana,1994
21423,,western africa (ei),1979
21851,6488077.0,zambia,1984
2024,28737961.0,bangladesh,1921
608,5846192.0,algeria,1920
5936,11561683.0,ecuador,1995
17612,3966485.0,singapore,1999
8767,4778119.0,honduras,1988
18742,9051739.0,sweden,2005
3704,14901533.0,canada,1953
20768,,united states territories (shift),2000
11855,24193829.0,mexico,1946
12218,,middle east (shift),1922
18134,36911304.0,south korea,1977
18685,6892068.0,sweden,1948
18215,,south korea and other oecd asia (eia),2015
21047,174725.0,vanuatu,1996
366,,africa (shift),1917
17396,32125570.0,saudi arabia,2014
14935,,oecd - north america (eia),2000
13361,2540032.0,new zealand,1963
12451,2605647.0,mongolia,2007
897,,antarctica,2001
9264,1021434560.0,india,1998
15398,,oceania (ember),2017
6606,535512973.0,europe,1944
1250,3785215058.0,asia,2001
8721,963419473.0,high-income countries,1985
11020,360598492.0,low-income countries,1997
19123,23665028.0,taiwan,2017
9171,288066854.0,india,1905
16258,17984434.0,philippines,1949
18684,6824507.0,sweden,1947
13841,,non-oecd (eia),2013
17126,6396.0,saint pierre and miquelon,1992
18195,,south korea and other oecd asia (eia),1995
17511,76554.0,seychelles,1997
21433,,western africa (ei),1989
6597,508206993.0,europe,1935
2010,27617969.0,bangladesh,1907
15612,,other non-oecd - europe and eurasia (eia),1981
5009,9514307.0,cuba,1975
14888,,oecd - europe (eia),1995
7625,1317003.0,gambia,1997
7176,4607106.0,finland,1967
6394,97084376.0,ethiopia,2013
18926,3188411.0,syria,1943
79,8087730.0,afghanistan,1956
17951,57950087.0,south america,1917
464,,africa (shift),2015
16079,,persian gulf (shift),2010
7897,16643639.0,ghana,1993
20158,,ussr,1997
14172,,north america (shift),1918
3385,4137435.0,burundi,1979
17314,2602690.0,saudi arabia,1932
21354,,wake island (eia),2015
4697,17204.0,cook islands,1983
10288,27615736.0,kenya,1996
15749,137234816.0,pakistan,1996
10275,18069468.0,kenya,1983
17843,9156043.0,south africa,1932
15571,,other non-oecd - asia (eia),1982
16172,20208446.0,peru,1986
6120,6185641.0,el salvador,2013
20827,583201004.0,upper-middle-income countries,1900
8101,14357.0,greenland,1910
8318,161542.0,guam,2001
19769,16079757.0,turkey,1935
11874,42737996.0,mexico,1965
8333,168362.0,guam,2016
15206,,opec - africa (eia),2012
862,22507674.0,angola,2009
7945,27723.0,gibraltar,1999
17542,3842925.0,sierra leone,1986
8925,10170086.0,hungary,1966
12143,,middle east (eia),1991
10852,4236988.0,libya,1990
7626,1356198.0,gambia,1998
9878,5743280.0,israel,1997
711,32908.0,american samoa,1980
9386,204628016.0,indonesia,1997
3960,,central america (ei),1983
16186,26654440.0,peru,2000
12289,,middle east (shift),1993
12773,9603751.0,myanmar,1901
3498,9259362.0,cambodia,1991
7650,5239325.0,georgia,1992
2803,626618.0,botswana,1972
17631,5814543.0,singapore,2018
13273,208431.0,new caledonia,1997
6931,326642427.0,european union (27),1948
14036,399045023.0,north america,1986
9026,,ieo - middle east (eia),1982
17177,113653.0,saint vincent and the grenadines,2001
4668,2875047.0,congo,1997
12130,,middle east (ei),2021
13166,13663970.0,netherlands,1975
648,11394309.0,algeria,1960
20413,344521.0,united arab emirates,1971
4769,4791541.0,costa rica,2013
13861,,non-opec (ei),1976
19182,4976138.0,tanzania,1923
12004,107606.0,micronesia (country),2010
18679,6496512.0,sweden,1942
15412,406937.0,oman,1908
16938,144668384.0,russia,2015
10486,2363417.0,kuwait,2006
6302,369535.0,eswatini,1963
4733,17133.0,cook islands,2019
4115,,central and south america (shift),2015
3171,5925817.0,bulgaria,1930
6134,358004.0,equatorial guinea,1984
19628,2294174.0,tunisia,1917
18958,7497127.0,syria,1975
6139,448434.0,equatorial guinea,1989
10810,1072459.0,libya,1948
19683,5320160.0,tunisia,1972
17044,42029.0,saint kitts and nevis,1994
14502,2886661.0,norway,1934
14881,,oecd - europe (eia),1988
4613,722365.0,congo,1942
19879,5024897.0,turkmenistan,2007
16437,38575912.0,poland,2005
3175,6195623.0,bulgaria,1934
12880,48729480.0,myanmar,2008
21877,13792095.0,zambia,2010
19298,9459023.0,thailand,1917
7361,92122.0,french guiana,1986
9259,926351296.0,india,1993
9093,,ieo oecd - europe (eia),2007
14744,,oecd (shift),1930
21700,13380000.0,yugoslavia,1925
19539,665289.0,trinidad and tobago,1951
11387,26846544.0,madagascar,2018
1464,,asia and oceania (shift),1969
5205,14220000.0,czechoslovakia,1933
5400,2990070.0,denmark,1913
21656,20733406.0,yemen,2004
20143,270400000.0,ussr,1982
12216,,middle east (shift),1920
7139,754784.0,fiji,1987
13748,1963.0,niue,2020
11910,99394288.0,mexico,2001
19943,8522.0,tuvalu,1986
5862,1887084.0,ecuador,1921
10209,4733666.0,jordan,1997
7483,,g7 (ember),2021
7767,77803352.0,germany,1986
14837,,oecd - asia and oceania (eia),1986
5455,4867744.0,denmark,1968
2223,263234.0,barbados,1997
19996,,u.s. pacific islands (eia),1997
8687,676774552.0,high-income countries,1951
12638,32903708.0,morocco,2011
18872,7995738.0,switzerland,2012
20550,56643040.0,united kingdom,1985
473,858841.0,albania,1907
18234,,south and central america (ei),1966
7158,883096.0,fiji,2006
3325,1424519.0,burundi,1919
4911,4548438.0,croatia,2000
6926,325845505.0,european union (27),1943
4511,42220944.0,colombia,2005
1193,1319615577.0,asia,1944
10079,49880362.0,japan,1910
6716,,europe (ei),1996
16684,57546.0,qatar,1964
10286,26133748.0,kenya,1994
6496,,eurasia (shift),1951
1842,241176.0,bahamas,1984
7269,40392535.0,france,1937
13011,5885818.0,nepal,1942
13160,12881251.0,netherlands,1969
4227,9326270.0,chile,1967
6303,378542.0,eswatini,1964
745,52234.0,american samoa,2014
15792,4281800.0,palestine,2013
3690,11296195.0,canada,1939
6388,81996184.0,ethiopia,2007
12215,,middle east (shift),1919
21342,,wake island (eia),2003
10620,2176059.0,latvia,2007
18297,19332196.0,spain,1906
4890,21562916.0,cote d'ivoire,2011
6877,,europe (shift),2011
2898,47230706.0,brazil,1945
2433,272141.0,belize,2004
15887,3251679.0,paraguay,1982
7289,44338088.0,france,1957
14007,248844412.0,north america,1957
15032,,opec (eia),1997
8328,165662.0,guam,2011
19712,9995115.0,tunisia,2001
19641,2611086.0,tunisia,1930
16932,143163648.0,russia,2009
7484,,g7 (ember),2022
11148,2556960325.0,lower-middle-income countries,2002
8757,1219584303.0,high-income countries,2021
2845,2260383.0,botswana,2014
15713,45954228.0,pakistan,1960
14252,,north america (shift),1998
4478,21898060.0,colombia,1972
14107,,north america (ei),1999
11181,358272.0,luxembourg,1977
15022,,opec (eia),1987
15930,,persian gulf (eia),1983
10478,1819553.0,kuwait,1998
20453,8575210.0,united arab emirates,2011
6290,278573.0,eswatini,1951
2876,29336703.0,brazil,1923
701,38000628.0,algeria,2013
7711,67246048.0,germany,1930
5570,68957.0,dominica,1998
15916,5843938.0,paraguay,2011
10919,2849083.0,lithuania,2019
14134,,north america (ember),2003
4625,912138.0,congo,1954
3648,25782342.0,cameroon,2019
3026,21921.0,brunei,1908
1907,119805.0,bahrain,1927
17783,6959837.0,somalia,1994
20153,,ussr,1992
1502,,asia and oceania (shift),2007
5917,7304352.0,ecuador,1976
15807,2246965.0,panama,1986
4437,8094230.0,colombia,1931
2694,11435535.0,bolivia,2017
14067,581258143.0,north america,2017
16850,19117072.0,romania,1965
9514,67327120.0,iran,2002
20702,322033952.0,united states,2014
12365,733574.0,mongolia,1921
6335,973593.0,eswatini,1996
16038,,persian gulf (shift),1969
5490,5396355.0,denmark,2003
3701,13743068.0,canada,1950
16397,31224086.0,poland,1965
12078,,middle east (ei),1969
5654,,eu28 (shift),1918
11704,429324.0,martinique,2001
20342,48933.0,united arab emirates,1900
5532,789140.0,djibouti,2002
6900,280691664.0,european union (27),1917
12815,15846821.0,myanmar,1943
15501,2245591.0,oman,1997
6902,280674567.0,european union (27),1919
8417,6648774.0,guatemala,1978
2405,11510569.0,belgium,2019
12855,35424268.0,myanmar,1983
14466,49611.0,northern mariana islands,2020
10191,123951696.0,japan,2022
2005,27067609.0,bangladesh,1902
16985,12835029.0,rwanda,2019
9805,499294.0,israel,1924
20650,181917808.0,united states,1962
9097,,ieo oecd - europe (eia),2011
21327,,wake island (eia),1988
2543,529057.0,bhutan,1988
7325,57053728.0,france,1993
19747,14455574.0,turkey,1913
6985,428378382.0,european union (27),2002
13142,10226297.0,netherlands,1951
2446,374702.0,belize,2017
9960,48403440.0,italy,1956
14936,,oecd - north america (eia),2001
2020,28282858.0,bangladesh,1917
16184,25818228.0,peru,1998
18344,28633540.0,spain,1953
15535,,other non-oecd - america (eia),1988
12835,23210688.0,myanmar,1963
17441,14751356.0,senegal,2016
20133,247300000.0,ussr,1972
15908,5353260.0,paraguay,2003
1030,23842804.0,argentina,1970
7850,4690254.0,ghana,1946
4107,,central and south america (shift),2007
15971,,persian gulf (shift),1902
7689,62839208.0,germany,1908
5126,10144498.0,czechia,1977
18200,,south korea and other oecd asia (eia),2000
5090,931612.0,cyprus,1999
14742,,oecd (shift),1928
2660,6120628.0,bolivia,1983
12529,4815374.0,morocco,1902
17334,3279349.0,saudi arabia,1952
7205,5124717.0,finland,1996
683,28478024.0,algeria,1995
15084,,opec (shift),1927
9849,2684855.0,israel,1968
11184,363745.0,luxembourg,1980
1690,6573637.0,austria,1913
11257,557307.0,macao,2010
16880,22533138.0,romania,1995
8717,935113193.0,high-income countries,1981
17902,40910964.0,south africa,1991
11455,3417552.0,malaysia,1922
16340,25726174.0,poland,1908
3663,7317326.0,canada,1912
16295,56109844.0,philippines,1986
14747,,oecd (shift),1933
19650,3044090.0,tunisia,1939
3861,,central & south america (eia),1983
16307,74491928.0,philippines,1998
21928,2245025.0,zimbabwe,1939
19955,9656.0,tuvalu,1998
407,,africa (shift),1958
1958,330930.0,bahrain,1978
4630,1029056.0,congo,1959
11099,842609008.0,lower-middle-income countries,1953
15773,227196736.0,pakistan,2020
16522,8856646.0,portugal,1967
9270,1136264576.0,india,2004
13863,,non-opec (ei),1978
20139,261500000.0,ussr,1978
8896,9057438.0,hungary,1937
162,148104957.0,africa,1917
12936,9327.0,nauru,1989
17888,27199844.0,south africa,1977
21003,23026212.0,uzbekistan,1995
12335,3338338.0,moldova,2014
2946,158440864.0,brazil,1993
20043,,u.s. territories (eia),2002
17469,7591357.0,serbia,2012
11463,4069257.0,malaysia,1930
14120,,north america (ei),2012
16031,,persian gulf (shift),1962
20620,121861566.0,united states,1932
21868,10191966.0,zambia,2001
2263,10256489.0,belarus,2000
17864,13933250.0,south africa,1953
7247,39351947.0,france,1915
30,5106495.0,afghanistan,1907
7664,3933866.0,georgia,2006
18115,24256850.0,south korea,1958
15428,425051.0,oman,1924
10159,123686320.0,japan,1990
9424,10734332.0,iran,1912
9768,4524581.0,ireland,2010
9987,56607516.0,italy,1983
14329,11106861.0,north korea,1958
105,10088290.0,afghanistan,1982
18214,,south korea and other oecd asia (eia),2014
9354,101157872.0,indonesia,1965
8908,9309618.0,hungary,1949
3432,,cis (ei),1968
15191,,opec - africa (eia),1997
21224,17751398.0,vietnam,1928
1434,,asia and oceania (shift),1939
6416,,eurasia (eia),1993
6615,565576038.0,europe,1953
19886,5663159.0,turkmenistan,2014
18174,51511640.0,south korea,2017
15511,2605706.0,oman,2007
16347,24702547.0,poland,1915
13834,,non-oecd (eia),2006
3988,,central america (ei),2011
18072,10607621.0,south korea,1915
1474,,asia and oceania (shift),1979
15277,7530416.0,oceania,1919
7824,3173635.0,ghana,1920
11557,169677.0,maldives,1981
6622,606215982.0,europe,1960
17998,166291510.0,south america,1964
479,899917.0,albania,1913
5719,,eu28 (shift),1983
20177,,ussr,2016
18437,16773736.0,sri lanka,1988
18807,4539301.0,switzerland,1947
5876,2291278.0,ecuador,1935
8167,49589.0,greenland,1976
10439,274523.0,kuwait,1959
20308,51494548.0,ukraine,1989
9215,355893489.0,india,1949
18899,2182840.0,syria,1916
16284,42394428.0,philippines,1975
19104,21913670.0,taiwan,1998
21614,6558176256.0,world,2005
20601,94231351.0,united states,1913
15778,3044490.0,palestine,1999
5741,,eu28 (shift),2005
21128,6752147.0,venezuela,1955
13570,14897877.0,niger,2007
21731,17510000.0,yugoslavia,1956
17485,11030000.0,serbia and montenegro,1997
1783,8267771.0,austria,2006
16204,32203946.0,peru,2018
6126,6280222.0,el salvador,2019
14427,19925.0,northern mariana islands,1981
16894,20466318.0,romania,2009
2910,66660892.0,brazil,1957
4186,4383188.0,chile,1926
3346,1889974.0,burundi,1940
14982,,opec (ei),1990
3528,16589031.0,cambodia,2021
8313,152278.0,guam,1996
16745,567496.0,reunion,1982
20817,104780.0,united states virgin islands,2012
16553,10179419.0,portugal,1998
4154,15085893.0,chad,2017
5763,,east germany (eia),1990
17238,214934.0,samoa,2020
16738,2766743.0,qatar,2018
7986,5678901.0,greece,1918
21853,6890973.0,zambia,1986
15459,492428.0,oman,1955
5356,37194820.0,democratic republic of congo,1991
12962,11207.0,nauru,2015
17461,7863399.0,serbia,2004
17505,71773.0,seychelles,1991
18992,21827222.0,syria,2009
13950,104231973.0,north america,1900
13406,4260235.0,new zealand,2008
16509,8619179.0,portugal,1954
16020,,persian gulf (shift),1951
13847,,non-oecd (eia),2019
9742,3490937.0,ireland,1984
21826,3023348.0,zambia,1959
18240,,south and central america (ei),1972
9738,3391393.0,ireland,1980
12615,23720600.0,morocco,1988
8660,537630966.0,high-income countries,1924
12278,,middle east (shift),1982
15785,3627671.0,palestine,2006
16733,2035509.0,qatar,2013
2857,19687910.0,brazil,1904
6076,91240384.0,egypt,2012
15212,,opec - africa (eia),2018
15466,557143.0,oman,1962
19332,20914572.0,thailand,1951
5708,,eu28 (shift),1972
3580,4381983.0,cameroon,1951
16656,20884.0,qatar,1936
12031,,middle africa (ei),1980
10141,108220400.0,japan,1972
13283,249378.0,new caledonia,2007
1078,44413592.0,argentina,2018
9029,,ieo - middle east (eia),1985
19949,9489.0,tuvalu,1992
16529,9079609.0,portugal,1974
20083,152400000.0,ussr,1922
20061,124500000.0,ussr,1900
20260,32711319.0,ukraine,1936
1909,119805.0,bahrain,1929
13123,8058927.0,netherlands,1932
8789,8450936.0,honduras,2010
10000,56898972.0,italy,1996
8859,7106097.0,hungary,1900
19750,14112748.0,turkey,1916
9847,2467859.0,israel,1966
15522,4601160.0,oman,2018
13827,,non-oecd (eia),1999
20529,53861504.0,united kingdom,1964
20018,,u.s. pacific islands (eia),2019
11631,17004038.0,mali,2013
13124,8155281.0,netherlands,1933
2382,10123230.0,belgium,1996
1509,,asia and oceania (shift),2014
11326,4698045.0,madagascar,1957
16027,,persian gulf (shift),1958
17509,74753.0,seychelles,1995
8871,7677830.0,hungary,1912
297,,africa (ei),1994
8516,1056767.0,guinea-bissau,1993
3991,,central america (ei),2014
179,178512860.0,africa,1934
20125,227700000.0,ussr,1964
548,3041188.0,albania,1982
13268,186281.0,new caledonia,1992
12449,2559258.0,mongolia,2005
13351,2048963.0,new zealand,1953
20442,3275338.0,united arab emirates,2000
8759,3777994.0,honduras,1980
19436,6926634.0,togo,2012
13347,1877502.0,new zealand,1949
11313,3539465.0,madagascar,1944
11470,4710414.0,malaysia,1937
7008,,european union (eia),1982
12597,15274357.0,morocco,1970
11825,14494609.0,mexico,1916
9426,10318365.0,iran,1914
7189,4779423.0,finland,1980
7082,3356.0,falkland islands,2014
16940,145452544.0,russia,2017
3116,320156.0,brunei,1998
12392,769726.0,mongolia,1948
1300,,asia & oceania (eia),2008
15722,57676804.0,pakistan,1969
19705,9143139.0,tunisia,1994
11051,539753084.0,lower-middle-income countries,1905
10954,93035665.0,low-income countries,1931
650,11778265.0,algeria,1962
3700,13449459.0,canada,1949
17851,10736810.0,south africa,1940
19537,630424.0,trinidad and tobago,1949
13469,1421403.0,niger,1906
21381,,wake island (shift),2000
16021,,persian gulf (shift),1952
21738,18680000.0,yugoslavia,1963
5822,,eastern africa (ei),2004
12381,754787.0,mongolia,1937
354,,africa (shift),1905
2249,10201675.0,belarus,1986
13083,27462110.0,nepal,2014
6720,,europe (ei),2000
8311,147855.0,guam,1994
21002,22564732.0,uzbekistan,1994
11379,21731052.0,madagascar,2010
9622,16598017.0,iraq,1987
17069,47739.0,saint kitts and nevis,2019
