Unnamed__0,coal_production,country
16694,,qatar
21176,59.684,venezuela
236,1245.411,africa
15801,0.0,panama
17242,0.0,sao tome and principe
819,,angola
12724,3.468,mozambique
4065,61.992,central and south america (shift)
18297,22.672,spain
13101,10.518,netherlands
3319,0.0,burundi
14231,5055.927,north america (shift)
13079,0.057,nepal
10860,0.0,libya
2867,0.063,brazil
19236,0.024,tanzania
11758,0.0,mauritania
16543,1.098,portugal
3179,9.093,bulgaria
19207,0.0,tanzania
19463,0.0,tonga
14776,8902.116,oecd (shift)
11888,42.764,mexico
9008,,ieo - africa (eia)
10711,0.0,lesotho
15804,0.0,panama
12334,0.0,moldova
21753,126.118,yugoslavia
3243,51.501,bulgaria
3322,0.0,burundi
15823,0.0,panama
6361,0.0,ethiopia
1713,13.154,austria
5161,235.904,czechia
15832,0.0,panama
18973,0.0,syria
20175,,ussr
11803,0.0,mauritius
334,,africa (ember)
17167,0.0,saint vincent and the grenadines
19383,66.167,thailand
19902,0.0,turks and caicos islands
12641,0.0,morocco
15959,,persian gulf (eia)
2523,0.0,bermuda
18616,0.0,suriname
10534,0.0,laos
9799,,israel
19946,,tuvalu
8330,0.0,guam
19778,29.077,turkey
16127,0.952,peru
10671,0.0,lebanon
1738,22.685,austria
11122,751.122,lower-middle-income countries
15560,,other non-oecd - america (eia)
3584,,cameroon
5011,,cuba
14246,6808.761,north america (shift)
6442,,eurasia (eia)
8522,0.0,guinea-bissau
14745,6925.079,oecd (shift)
12831,0.008,myanmar
12126,10.305,middle east (ei)
14898,,oecd - europe (eia)
14882,,oecd - europe (eia)
14337,138.723,north korea
10382,,kuwait
9635,0.0,iraq
19421,0.0,togo
14886,,oecd - europe (eia)
1407,380.594,asia and oceania (shift)
14379,186.174,north korea
10383,,kuwait
8392,,guatemala
6775,3871.376,europe (shift)
2574,,bhutan
15501,0.0,oman
1662,,australia and new zealand (eia)
8076,94.546,greece
6708,6463.785,europe (ei)
2298,171.119,belgium
12459,127.773,mongolia
12289,9.072,middle east (shift)
6269,0.0,eswatini
2971,27.449,brazil
3667,106.956,canada
14814,11638.621,oecd (shift)
17020,0.0,saint helena
794,,angola
568,0.041,albania
3233,62.575,bulgaria
8866,26.564,hungary
11086,242.552,lower-middle-income countries
14981,,opec (ei)
18166,13.623,south korea
57,0.0,afghanistan
13709,0.0,niue
3620,0.0,cameroon
4651,0.0,congo
9145,0.0,iceland
343,,africa (ember)
6864,2852.646,europe (shift)
2422,0.0,belize
540,3.46,albania
11430,,malawi
20506,1435.42,united kingdom
1794,,austria
2318,159.588,belgium
9956,10.945,italy
6444,,eurasia (eia)
6401,,ethiopia
13442,0.0,nicaragua
5770,0.0,east timor
14377,183.351,north korea
10499,,kuwait
917,,antarctica
5293,0.798,democratic republic of congo
15518,0.0,oman
5684,3888.339,eu28 (shift)
3973,,central america (ei)
19103,0.751,taiwan
8560,0.0,guyana
17201,0.0,samoa
1563,137.742,australia
1550,87.671,australia
20336,158.424,ukraine
10191,4.699,japan
12210,0.0,middle east (shift)
17875,302.774,south africa
19942,,tuvalu
19524,,trinidad and tobago
10199,0.0,jordan
11632,0.0,mali
18108,1.333,south korea
7572,0.0,gabon
19360,3.643,thailand
9073,,ieo oecd - europe (eia)
6694,,europe (ei)
12103,8.374,middle east (ei)
21277,39.077,vietnam
1677,172.526,austria
17487,,serbia and montenegro
17538,0.0,sierra leone
18477,0.0,sudan
4466,21.167,colombia
8827,0.0,hong kong
3740,477.333,canada
10703,0.0,lesotho
12412,4.38,mongolia
722,0.0,american samoa
1064,0.335,argentina
10928,0.049,low-income countries
3796,0.0,cape verde
11536,1.102,malaysia
8341,,guatemala
16184,0.158,peru
5587,0.0,dominica
21950,25.017,zimbabwe
6758,,europe (ember)
7250,209.483,france
20756,0.0,united states territories (shift)
16187,0.15,peru
1282,,asia & oceania (eia)
14667,,oecd (eia)
15056,,opec (eia)
8002,0.161,greece
7709,1165.126,germany
14098,6765.054,north america (ei)
21937,13.807,zimbabwe
10283,0.0,kenya
6795,4436.239,europe (shift)
9278,2966.21,india
13719,0.0,niue
14760,7765.908,oecd (shift)
36,0.0,afghanistan
15819,0.0,panama
5244,501.467,czechoslovakia
8206,0.0,greenland
18564,,suriname
4739,0.0,costa rica
20657,3911.757,united states
5637,3036.114,eu28 (shift)
10204,0.0,jordan
8939,51.967,hungary
15703,2.49,pakistan
13622,3.004,nigeria
8663,8546.859,high-income countries
21627,45083.879,world
6428,,eurasia (eia)
3317,0.0,burundi
12979,0.0,nepal
16480,0.948,portugal
1492,12746.22,asia and oceania (shift)
2459,0.0,benin
5747,1919.933,eu28 (shift)
15041,,opec (eia)
16050,7.224,persian gulf (shift)
5787,,eastern africa (ei)
19272,0.64,tanzania
13148,93.515,netherlands
11387,,madagascar
2908,14.189,brazil
10376,,kosovo
12827,0.057,myanmar
19483,,tonga
17399,,saudi arabia
1636,,australia and new zealand (eia)
11695,0.0,martinique
15329,351.959,oceania
19349,0.819,thailand
5421,0.0,denmark
851,0.0,angola
13932,,non-opec (eia)
2689,0.0,bolivia
14658,,oecd (eia)
9324,9.045,indonesia
2751,0.0,botswana
10817,,libya
18801,,switzerland
15338,713.085,oceania
16984,,rwanda
25,0.0,afghanistan
13337,13.95,new zealand
6372,0.0,ethiopia
16827,8.679,romania
7347,0.0,france
10275,0.0,kenya
8373,,guatemala
9973,7.18,italy
3689,110.122,canada
6321,1.136,eswatini
4320,182.442,china
11028,181.83,low-income countries
19944,,tuvalu
19587,0.0,trinidad and tobago
767,,angola
3468,2047.353,cis (ei)
20720,0.0,united states pacific islands (shift)
1671,,australia and new zealand (eia)
21055,0.0,vanuatu
10419,,kuwait
2192,,barbados
7469,,g7 (ember)
17509,0.0,seychelles
15358,2022.195,oceania
17206,0.0,samoa
13470,0.0,niger
11116,546.005,lower-middle-income countries
4758,0.0,costa rica
665,0.049,algeria
14086,,north america (ei)
11418,0.429,malawi
11284,0.0,madagascar
927,0.0,antigua and barbuda
10440,,kuwait
20929,13254.177,upper-middle-income countries
17981,35.088,south america
8767,0.0,honduras
12279,8.208,middle east (shift)
7691,923.581,germany
15382,,oceania (ember)
1160,321.408,asia
15585,,other non-oecd - asia (eia)
21615,36816.934,world
757,,angola
3411,0.0,burundi
21494,0.0,western sahara
12804,0.0,myanmar
6911,2260.609,european union (27)
9099,,ieo oecd - europe (eia)
11308,0.0,madagascar
5792,,eastern africa (ei)
21603,25371.623,world
21237,18.96,vietnam
13974,4001.221,north america
4661,0.0,congo
8532,0.0,guinea-bissau
13559,1.081,niger
6749,,europe (ember)
20143,4061.56,ussr
715,0.0,american samoa
16133,1.75,peru
9796,,israel
2922,32.076,brazil
1724,12.393,austria
6790,3860.439,europe (shift)
9571,,iraq
16067,9.84,persian gulf (shift)
18149,62.64,south korea
5476,0.0,denmark
1818,0.0,azerbaijan
11850,4.976,mexico
14802,12143.3,oecd (shift)
7853,,ghana
21512,6087.26,world
15630,,other non-oecd - europe and eurasia (eia)
10963,47.096,low-income countries
17342,,saudi arabia
5285,0.016,democratic republic of congo
21327,,wake island (eia)
935,0.0,antigua and barbuda
1469,4126.32,asia and oceania (shift)
2916,17.693,brazil
12026,,middle africa (ei)
16850,65.417,romania
10651,0.0,lebanon
20085,103.239,ussr
217,436.346,africa
9428,0.0,iran
15772,36.852,pakistan
15031,,opec (eia)
73,0.114,afghanistan
958,,antigua and barbuda
17196,,saint vincent and the grenadines
8658,7131.882,high-income countries
4769,0.0,costa rica
8856,,hong kong
5024,0.0,cuba
3842,0.0,cayman islands
21060,0.0,vanuatu
21172,55.948,venezuela
2519,0.0,bermuda
829,,angola
10307,0.0,kenya
6334,1.191,eswatini
5118,,czechia
11249,0.0,macao
18006,75.02,south america
12343,,moldova
13752,,non-oecd (ei)
13833,,non-oecd (eia)
5079,0.0,cyprus
746,0.0,american samoa
3685,106.05,canada
20812,0.0,united states virgin islands
18186,,south korea and other oecd asia (eia)
10971,5.73,low-income countries
1893,,bahrain
13541,0.0,niger
335,,africa (ember)
18262,259.693,south and central america (ei)
10632,,latvia
11979,,micronesia (country)
13703,,nigeria
19148,1.545,tajikistan
19283,0.0,thailand
17583,,singapore
6883,1503.552,european union (27)
10855,0.0,libya
5468,0.0,denmark
16945,2597.898,russia
19720,0.0,tunisia
9410,3522.277,indonesia
3758,415.147,canada
20528,1362.031,united kingdom
5664,3912.422,eu28 (shift)
20853,555.452,upper-middle-income countries
1559,114.9,australia
20695,6540.789,united states
8575,0.0,guyana
15894,0.0,paraguay
6097,0.0,el salvador
21420,,western africa (ei)
13584,,niger
13196,0.0,netherlands
5236,467.701,czechoslovakia
590,0.0,algeria
18023,231.805,south america
9682,0.0,ireland
6007,,egypt
18978,0.0,syria
14861,,oecd - asia and oceania (eia)
16620,,qatar
16479,1.05,portugal
4140,0.0,chad
15371,3357.271,oceania
19675,0.0,tunisia
941,0.0,antigua and barbuda
12003,,micronesia (country)
13310,14.77,new zealand
2989,0.0,british virgin islands
3593,,cameroon
17713,14.773,slovenia
5564,0.0,dominica
13738,0.0,niue
18654,3.35,sweden
19279,,tanzania
1924,,bahrain
7720,1399.549,germany
8197,0.0,greenland
21019,12.554,uzbekistan
4949,,cuba
13819,,non-oecd (eia)
12296,9.184,middle east (shift)
8553,0.0,guyana
14348,305.003,north korea
861,0.0,angola
5010,,cuba
18240,,south and central america (ei)
8498,,guinea
1065,0.164,argentina
2999,0.0,british virgin islands
13416,22.108,new zealand
11316,0.0,madagascar
14953,,oecd - north america (eia)
10761,,liberia
16818,5.118,romania
1131,0.0,aruba
12681,0.0,mozambique
1389,30755.871,asia pacific (ei)
20713,0.0,united states pacific islands (shift)
16976,0.0,rwanda
2310,174.024,belgium
9211,188.544,india
20623,2882.293,united states
11238,0.0,macao
3259,61.28,bulgaria
7599,0.0,gabon
197,222.964,africa
254,1646.663,africa
17198,0.0,samoa
6403,,eurasia (eia)
8900,43.208,hungary
10600,,latvia
19739,4.704,turkey
708,,algeria
7508,,gabon
1005,0.021,argentina
21918,8.442,zimbabwe
4906,0.601,croatia
10289,0.0,kenya
16178,0.711,peru
14412,13.333,north macedonia
2757,0.0,botswana
15634,,other non-oecd - europe and eurasia (eia)
3181,12.13,bulgaria
2963,31.786,brazil
17052,0.0,saint kitts and nevis
6475,304.29,eurasia (shift)
11637,,mali
14768,8375.092,oecd (shift)
15231,,opec - south america (eia)
16377,180.457,poland
4057,47.126,central and south america (shift)
713,0.0,american samoa
466,0.0,albania
4985,,cuba
15901,0.0,paraguay
15876,0.0,papua new guinea
15836,0.0,panama
8643,7268.026,high-income countries
5398,0.0,denmark
5862,,ecuador
18056,492.568,south america
16524,3.427,portugal
13424,0.0,nicaragua
5133,517.127,czechia
11494,0.0,malaysia
110,0.97,afghanistan
3245,52.781,bulgaria
9189,127.066,india
17840,87.751,south africa
12973,0.0,nepal
15701,1.516,pakistan
2739,0.0,botswana
13256,0.0,new caledonia
10888,,lithuania
20874,1608.703,upper-middle-income countries
3910,0.0,central african republic
13321,11.614,new zealand
1822,0.0,azerbaijan
19456,0.0,tonga
21799,0.0,zambia
19618,0.0,tunisia
8662,7941.805,high-income countries
726,0.0,american samoa
5062,,cyprus
18093,0.0,south korea
642,2.467,algeria
2969,31.148,brazil
7927,0.0,gibraltar
4342,2021.648,china
20561,362.105,united kingdom
19499,,trinidad and tobago
3992,,central america (ei)
20784,0.0,united states territories (shift)
10864,0.0,libya
8828,0.0,hong kong
6914,2004.251,european union (27)
8570,0.0,guyana
6193,0.0,eritrea
21198,1.221,vietnam
8410,,guatemala
6510,3338.235,eurasia (shift)
1474,5486.861,asia and oceania (shift)
12301,12.449,middle east (shift)
9511,8.32,iran
3307,0.0,burundi
171,97.949,africa
17528,0.0,seychelles
17824,54.452,south africa
5949,0.0,ecuador
7563,,gabon
11201,0.0,luxembourg
21583,17712.754,world
8376,,guatemala
18183,,south korea and other oecd asia (eia)
911,,antarctica
21202,2.564,vietnam
20089,227.15,ussr
7464,,g7 (ember)
1992,0.0,bahrain
19231,0.024,tanzania
20597,3125.927,united states
3905,0.0,central african republic
3262,55.353,bulgaria
17783,0.0,somalia
17691,,slovakia
3412,0.0,burundi
1541,73.593,australia
14327,24.42,north korea
8552,0.0,guyana
7718,1380.934,germany
7089,,falkland islands
10273,0.0,kenya
7098,0.0,faroe islands
956,,antigua and barbuda
12372,0.0,mongolia
7761,1604.107,germany
14561,2.204,norway
17714,14.777,slovenia
14196,4515.0,north america (shift)
865,0.0,angola
19006,0.342,taiwan
15881,,papua new guinea
11721,,martinique
3554,,cameroon
16210,0.0,philippines
9830,,israel
18989,0.0,syria
3000,0.0,british virgin islands
16335,203.799,poland
1377,20865.725,asia pacific (ei)
17976,34.39,south america
15104,8.027,opec (shift)
8,,asean (ember)
12793,0.0,myanmar
17942,10.085,south america
656,0.0,algeria
4710,0.0,cook islands
18998,0.0,syria
20053,,u.s. territories (eia)
16251,0.0,philippines
6929,1931.073,european union (27)
11793,0.0,mauritius
15256,,opec - south america (eia)
868,0.0,angola
12478,3.768,montenegro
1658,,australia and new zealand (eia)
15619,,other non-oecd - europe and eurasia (eia)
13821,,non-oecd (eia)
15722,7.824,pakistan
15385,,oceania (ember)
50,0.0,afghanistan
8049,40.447,greece
5681,2379.448,eu28 (shift)
21101,0.147,venezuela
13271,0.0,new caledonia
12637,0.0,morocco
6225,0.0,estonia
17623,0.0,singapore
4692,,congo
1652,,australia and new zealand (eia)
20949,31141.404,upper-middle-income countries
17670,11.708,slovakia
17082,0.0,saint lucia
3888,,central & south america (eia)
7644,0.0,gambia
6283,0.0,eswatini
14486,0.454,norway
10904,0.0,lithuania
12503,0.0,montserrat
6431,,eurasia (eia)
860,0.0,angola
6469,103.239,eurasia (shift)
11138,2502.77,lower-middle-income countries
3901,0.0,central african republic
9395,1308.174,indonesia
9442,0.0,iran
14969,,opec (ei)
1077,,argentina
2191,,barbados
3609,0.0,cameroon
12142,,middle east (eia)
21541,6994.432,world
11413,0.46,malawi
9697,0.977,ireland
9644,0.0,iraq
20591,2424.118,united states
10244,417.734,kazakhstan
17223,0.0,samoa
9637,0.0,iraq
5067,,cyprus
20209,0.0,uganda
3487,0.0,cambodia
14725,7626.902,oecd (shift)
7024,,european union (eia)
17535,,seychelles
417,387.14,africa (shift)
20605,4418.011,united states
6016,,egypt
6395,0.0,ethiopia
9358,1.563,indonesia
6751,,europe (ember)
271,,africa (ei)
17360,,saudi arabia
17090,0.0,saint lucia
4539,0.0,comoros
688,0.0,algeria
12603,5.715,morocco
21524,8150.075,world
6944,3793.16,european union (27)
6755,,europe (ember)
9396,1472.884,indonesia
7570,0.0,gabon
6972,4119.912,european union (27)
7980,0.0,greece
13012,0.0,nepal
13503,0.0,niger
14887,,oecd - europe (eia)
14443,0.0,northern mariana islands
18798,,switzerland
17273,0.0,sao tome and principe
7973,0.019,greece
17411,0.0,senegal
384,100.242,africa (shift)
15681,0.0,pakistan
15558,,other non-oecd - america (eia)
17447,,serbia
14284,1.042,north korea
14211,3650.69,north america (shift)
16222,0.022,philippines
3634,0.0,cameroon
19697,0.0,tunisia
3608,,cameroon
12480,,montenegro
17180,0.0,saint vincent and the grenadines
2072,,bangladesh
13244,0.0,netherlands antilles
14154,1875.131,north america (shift)
12155,,middle east (eia)
18899,,syria
17991,47.126,south america
21658,0.0,yemen
2942,38.603,brazil
514,0.016,albania
18364,88.017,spain
12056,,middle africa (ei)
4817,,cote d'ivoire
13343,17.501,new zealand
2132,,barbados
16762,0.0,reunion
21491,0.0,western sahara
21040,0.0,vanuatu
13610,1.978,nigeria
10740,0.0,liberia
9156,0.0,iceland
18498,0.0,sudan
9339,6.545,indonesia
17972,25.417,south america
10116,216.878,japan
10743,0.0,liberia
17808,,somalia
18035,450.297,south america
6408,,eurasia (eia)
646,1.246,algeria
11054,90.127,lower-middle-income countries
9720,1.693,ireland
3107,0.0,brunei
12475,4.561,montenegro
4224,13.867,chile
12108,7.984,middle east (ei)
3097,,brunei
14091,5128.065,north america (ei)
5087,0.0,cyprus
21415,,western africa (ei)
19845,207.816,turkey
13854,,non-opec (ei)
589,0.0,algeria
9623,0.0,iraq
4367,4589.198,china
14473,0.0,norway
14305,13.75,north korea
10948,5.699,low-income countries
5519,0.0,djibouti
14307,18.578,north korea
11882,24.779,mexico
2839,5.944,botswana
305,1489.183,africa (ei)
2856,0.0,brazil
14519,3.882,norway
7406,0.0,french polynesia
6434,,eurasia (eia)
6091,0.0,el salvador
2184,,barbados
17365,0.0,saudi arabia
6805,4283.987,europe (shift)
13553,0.914,niger
4724,0.0,cook islands
17708,16.041,slovenia
7455,,g20 (ember)
15408,,oman
11977,,micronesia (country)
19732,,tunisia
10853,0.0,libya
20890,5576.145,upper-middle-income countries
9837,,israel
8927,97.556,hungary
1417,542.532,asia and oceania (shift)
18497,0.0,sudan
5925,0.0,ecuador
3379,0.016,burundi
9801,,israel
15434,,oman
16983,,rwanda
5173,66.619,czechoslovakia
7776,919.346,germany
14489,0.9,norway
564,0.134,albania
13285,0.0,new caledonia
5216,257.971,czechoslovakia
10659,0.0,lebanon
7366,0.0,french guiana
21673,,yemen
1202,1098.731,asia
4659,0.0,congo
15567,,other non-oecd - america (eia)
4538,0.0,comoros
15390,,oceania (ember)
4743,0.0,costa rica
1059,2.207,argentina
12061,,middle africa (ei)
20051,,u.s. territories (eia)
18914,,syria
7815,,ghana
6566,3426.186,europe
5237,455.841,czechoslovakia
17742,0.0,solomon islands
12600,0.456,morocco
14265,7055.818,north america (shift)
13254,,netherlands antilles
1267,29753.832,asia
5494,0.0,denmark
15361,2336.683,oceania
19062,20.589,taiwan
13663,2.149,nigeria
8143,0.049,greenland
14791,10304.005,oecd (shift)
21930,11.495,zimbabwe
18743,0.0,sweden
2898,12.969,brazil
21702,15.954,yugoslavia
8595,0.0,haiti
2161,,barbados
5166,177.734,czechia
17627,0.0,singapore
5136,506.904,czechia
303,1518.354,africa (ei)
279,,africa (ei)
3948,,central america (ei)
10405,,kuwait
4128,0.0,chad
5360,0.076,democratic republic of congo
11262,0.0,macao
925,0.0,antigua and barbuda
4209,17.186,chile
13788,18538.021,non-oecd (ei)
5578,0.0,dominica
8959,38.562,hungary
421,436.346,africa (shift)
12093,7.424,middle east (ei)
12866,0.315,myanmar
4848,,cote d'ivoire
891,,antarctica
10328,0.0,kiribati
12679,0.0,mozambique
14298,5.772,north korea
8795,0.0,honduras
19226,0.016,tanzania
8577,0.0,guyana
18553,,suriname
11383,0.0,madagascar
12023,,middle africa (ei)
15806,0.0,panama
1044,3.344,argentina
2765,0.0,botswana
20357,,united arab emirates
8091,0.0,greenland
14960,,opec (ei)
15730,6.536,pakistan
10848,0.0,libya
6465,51.45,eurasia (shift)
8561,0.0,guyana
1878,,bahamas
1396,170.169,asia and oceania (shift)
9739,0.553,ireland
2068,,bangladesh
1009,0.124,argentina
2136,,barbados
16724,0.0,qatar
4405,25617.02,china
7609,0.0,gambia
6483,827.244,eurasia (shift)
11312,0.0,madagascar
18651,2.776,sweden
1206,1595.169,asia
13820,,non-oecd (eia)
3090,,brunei
13454,0.0,nicaragua
1990,0.0,bahrain
3430,,cis (ei)
6047,0.0,egypt
17476,79.381,serbia
11943,,"mexico, chile, and other oecd americas (eia)"
7618,0.0,gambia
15990,0.0,persian gulf (shift)
21737,81.776,yugoslavia
4723,0.0,cook islands
17947,12.672,south america
19529,,trinidad and tobago
2585,,bolivia
5423,0.0,denmark
5372,0.097,democratic republic of congo
13624,2.516,nigeria
10131,420.382,japan
11002,321.68,low-income countries
14238,6172.014,north america (shift)
1876,,bahamas
19920,0.0,turks and caicos islands
13227,0.0,netherlands antilles
11328,0.0,madagascar
2623,,bolivia
17847,100.046,south africa
1606,1516.91,australia
7214,0.0,finland
2990,0.0,british virgin islands
15982,0.0,persian gulf (shift)
13882,,non-opec (ei)
12149,,middle east (eia)
5366,0.026,democratic republic of congo
9369,3.893,indonesia
1679,175.262,austria
18188,,south korea and other oecd asia (eia)
3807,0.0,cape verde
3441,,cis (ei)
9945,27.401,italy
8687,9199.107,high-income countries
13469,0.0,niger
15213,,opec - africa (eia)
9076,,ieo oecd - europe (eia)
14903,,oecd - europe (eia)
7902,0.0,ghana
10347,0.0,kiribati
17630,,singapore
5520,0.0,djibouti
9974,5.998,italy
1055,2.004,argentina
2430,0.0,belize
12714,1.995,mozambique
3510,0.0,cambodia
9562,,iraq
10637,0.0,lebanon
1428,630.552,asia and oceania (shift)
5178,72.848,czechoslovakia
6014,,egypt
4603,,congo
15531,,other non-oecd - america (eia)
16722,0.0,qatar
10460,0.0,kuwait
17697,17.082,slovenia
12745,0.0,mozambique
8227,0.0,grenada
21829,0.0,zambia
4690,,congo
18287,720.158,south and central america (ei)
15211,,opec - africa (eia)
6071,0.189,egypt
3683,90.64,canada
19287,0.0,thailand
8873,31.036,hungary
2943,19.621,brazil
3532,,cameroon
6561,3866.145,eurasia (shift)
5439,4.106,denmark
12233,0.0,middle east (shift)
21272,45.59,vietnam
2670,0.0,bolivia
14821,12227.386,oecd (shift)
5491,0.0,denmark
16116,1.636,peru
11584,0.0,maldives
10457,,kuwait
17228,0.0,samoa
10087,215.528,japan
7471,,g7 (ember)
16199,2.537,peru
4220,11.31,chile
9898,,israel
8985,,ieo - africa (eia)
18519,,suriname
5771,0.0,east timor
13621,2.418,nigeria
3366,0.0,burundi
10198,0.0,jordan
11538,4.963,malaysia
17222,0.0,samoa
3144,0.476,bulgaria
5875,,ecuador
16820,6.742,romania
12546,0.0,morocco
3754,369.97,canada
1476,6097.722,asia and oceania (shift)
3775,0.0,cape verde
19159,0.0,tanzania
20183,0.0,uganda
8316,0.0,guam
14335,101.522,north korea
10335,0.0,kiribati
22000,19.213,zimbabwe
21952,22.306,zimbabwe
8626,,haiti
1894,,bahrain
11192,0.0,luxembourg
433,1167.904,africa (shift)
592,0.0,algeria
17776,0.0,somalia
6513,3489.746,eurasia (shift)
12095,7.589,middle east (ei)
18879,,switzerland
458,1761.317,africa (shift)
21461,,western africa (ei)
14142,,north america (ember)
12688,0.081,mozambique
11186,0.0,luxembourg
